id_conf,smiles,ds_CHEMPLP_1DB1,ds_CHEMPLP_3KPZ,ds_london_1DB1,ds_london_3KPZ,ds_ASE_1DB1,ds_ASE_3KPZ,ds_AHB_1DB1,ds_AHB_3KPZ,ds_AdG_1DB1,ds_AdG_3KPZ,rank_AdG_3KPZ,ECR_1DB1_new,ECR_3KPZ_new
C58848304_16,Brc1cc(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2ccc(Cl)cc2)ccc1,-99.3225,-18.0829,-11.255906,-11.658568,-26.284773,-26.496529,-93.978981,-105.23426,-3.6380763,-6.1855888,1230,0.000676478,0.000911232
C71980676_1,FC(F)(F)c1ccccc1C(=O)N1[C@@H](COC12CC[NH+](CC2)Cc1ccccc1)C(=O)[O-],-91.549,-7.90778,-11.255466,-11.799981,-25.472506,-26.187979,-95.986259,-103.91219,-8.912735,-8.7686501,57,0.003183298,0.003057725
C83252606_6,Brc1ccc(cc1)[C@H]1N/C(/[NH+]=C/2[C@H]1CCC\C\2=C/c1ccc(Br)cc1)=N\C#N,-81.2007,-15.3301,-11.255201,-11.686792,-25.316612,-23.973846,-85.697273,-102.32574,-5.892621,-5.6722875,1735,0.000173026,0.000569625
C20698693_9,S(=O)(=O)(Nc1cc(cc(c1)C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1c2c(ccc1)cccc2,-105.116,-17.841,-11.254736,-11.799235,-29.456402,-27.997267,-87.268997,-98.860817,-4.9184074,-4.8100181,2564,0.000805191,0.000526601
C21241222_33,Brc1cc([C@H]2Nc3c(NC4=C2C(=O)C[C@H](C4)c2ccc(OC(C)C)cc2)cccc3)c(F)cc1,-76.0842,-18.577,-11.254291,-10.906848,-27.348452,-28.399881,-71.348007,-77.872414,2.235285,4.5369806,4753,7.21E-05,0.000199257
C40173212_3,Clc1ccccc1CSc1nnc(n1[C@@H](CC)C(=O)Nc1scc(n1)-c1ccc(cc1)C)N,-101.098,-14.8989,-11.253962,-10.402297,-28.215528,-28.119701,-60.803852,-75.588303,-0.54065871,2.8649611,4585,0.000261848,9.67E-05
C14016149_32,Brc1ccccc1NC(=S)NC(=O)CCCC(OCCCc1ccccc1)=O,-100.266,-17.0057,-11.253786,-11.789786,-26.753595,-27.550209,-80.437599,-104.0639,-6.2502065,-7.1187601,545,0.000340337,0.001419325
C21240396_1,Fc1ccc(cc1)[C@@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2ccccc2C(F)(F)F)cccc3)C1,-77.1649,-17.872,-11.251038,-10.044784,-24.400358,-22.76087,-80.429657,-79.280457,-2.3842456,-1.5716246,3770,5.93E-05,1.31E-05
C09152113_6,Clc1cccc(NC(=O)CSc2nc(N)c(S(=O)(=O)c3ccc(cc3)C(C)C)cn2)c1C,-97.7019,-16.0678,-11.25034,-11.907482,-26.689568,-26.285074,-87.832024,-101.67051,-2.4570153,-4.8676157,2526,0.000233803,0.000676772
C05100570_32,Clc1cc(Cl)ccc1CSc1nnc(n1N)-c1ccc(cc1)C(C)(C)C,-96.7431,-16.4667,-11.249187,-12.012373,-25.265083,-26.145674,-77.243668,-92.546898,-6.9787951,-6.8679156,707,0.000718277,0.000902651
C14166087_31,Clc1ccccc1[C@@H]1Nc2c([C@H]3[C@@H]1CC=C3)cc(S(=O)(=O)Nc1cc(C)c(cc1)C)cc2,-102.503,-18.0032,-11.249026,-11.013025,-28.842028,-28.045433,-97.459808,-97.940483,-4.3357987,-5.0225897,2387,0.001325722,0.000244773
C19355864_21,s1cc(c2c1N=C(SCC(=O)N[C@H](CCCCC)C)NC2=O)-c1ccc(F)cc1,-98.2762,-13.891,-11.248578,-12.080735,-27.598267,-27.416067,-100.52739,-91.51722,-5.6788926,-7.4098811,379,0.00158191,0.001584644
C42352591_2,Br[C@H](C(C)(C)C)c1cc2oc([O-])nc2cc1,-78.1401,-19.2444,-11.248457,-12.462052,-19.939215,-20.091038,-80.740784,-83.65686,-5.7008896,-6.8449464,722,9.84E-05,0.00165395
C36301770_2,Clc1cc(-n2nc(C)c(C[NH+](C[C@H](O)COCc3ccccc3)C3CC3)c2Oc2ccccc2)ccc1,-107.514,-14.9921,-11.24824,-12.189265,-29.460987,-30.384541,-82.439774,-104.74381,-1.5289965,-4.6466832,2671,0.000948366,0.001944297
C14697653_23,Clc1ccc(cc1)CC(=O)N(CCC=1CCCCC=1)C=1C(=O)NC(=O)N(Cc2ccccc2)C=1N,-90.8001,-5.51146,-11.246063,-11.155572,-26.553795,-26.713621,-79.649734,-79.062263,4.180357,0.83094656,4301,7.08E-05,5.30E-05
C02851618_26,S=C(Nc1c(n(nc1C)Cc1cc(Oc2ccccc2)ccc1)C)Nc1ccccc1C(F)(F)F,-94.7845,-7.58303,-11.242527,-12.296867,-27.615911,-27.725609,-70.989006,-114.13161,0.99001187,-5.5081315,1891,0.000102161,0.00264217
C97710527_19,Brc1ccc(cc1[C@@H](NN)Cc1sc(Cl)cc1)C(F)(F)F,-92.7066,-17.785,-11.241072,-9.6282244,-20.067738,-18.405775,-77.167839,-83.122597,-7.0375204,-6.9071298,670,0.000755301,0.000453686
C59706099_15,Brc1ccc(cc1)C(=O)CSC=1NC(C)=C(C(=O)Nc2ccccc2C)[C@@H](C=1C#N)c1sccc1,-89.4596,-15.1792,-11.240175,-11.930688,-29.076935,-28.93294,-78.978714,-89.62394,-4.1083207,-1.1514182,3868,0.000200382,0.000609571
C13655512_10,S1\C(=C/c2ccccc2F)\C(=O)N(CCCC(=O)N[C@@H]2C=CS(=O)(=O)C2)C1=S,-97.0043,-14.8789,-11.239744,-12.556678,-27.256573,-25.646244,-94.452583,-103.91893,-4.2444692,-4.8239918,2555,0.000691936,0.00166429
CHEMBL1504661_3,O=C/1Nc2c(cc([N+](=O)[O-])cc2)\C\1=N/c1ccc(cc1)C(=O)N,-63.2859,-15.7424,-11.239677,-10.600518,-22.121149,-20.758501,-99.918495,-102.57412,-5.6924658,-5.1844902,2228,0.001400527,0.000362283
CHEMBL1504661_1,O=C/1Nc2c(cc([N+](=O)[O-])cc2)\C\1=N/c1ccc(cc1)C(=O)N,-63.5225,-15.7391,-11.239677,-10.600518,-22.121149,-20.758501,-99.918495,-102.57412,-5.6924658,-5.1844902,2229,0.001396767,0.000361329
C20697700_15,S(=O)(=O)(NCCc1ccccc1)c1cc2[C@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1ccc(cc1)C(C)C,-113.135,-17.418,-11.239075,-12.087887,-32.268753,-30.634102,-73.530121,-97.819748,1.4044119,-3.220665,3303,0.002847666,0.001514707
C20710546_24,S(=O)(=O)(NC(C)(C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1ccccc1OCc1ccccc1,-112.945,-18.0987,-11.238721,-11.863735,-33.000309,-31.967945,-76.468109,-101.78097,-2.6644008,-2.7844496,3417,0.00317742,0.002242297
C22697776_1,S(C)c1ccc(cc1)[C@H](N1CCN(CC1)c1ccccc1F)C=1C(=O)N(CCOC)C(=CC=1[O-])C,-82.9031,-12.4601,-11.237123,-8.6746006,-30.055616,-27.385431,-54.457287,-66.440239,-0.50033551,3.4779813,4648,0.000406717,4.14E-05
C03130574_2,Clc1cccc(Cl)c1NC(=S)N[C@H](NC(OCc1ccccc1)=O)C(Cl)(Cl)Cl,-94.3501,-15.8109,-11.23702,-10.917329,-23.317993,-22.565996,-71.812073,-91.74881,-2.2790353,-2.8956952,3378,7.05E-05,3.05E-05
C06310825_13,S=C(Nc1ccc(cc1)CCCC)N(Cc1ccc([NH+](C)C)cc1)C[C@H]1OCCC1,-104.755,-7.22553,-11.236849,-9.7913675,-30.731045,-31.025274,-91.159302,-88.498932,-0.26955682,-1.7180456,3730,0.001389671,0.001053863
C07026134_29,S(=O)([O-])(=Nc1ccc(cc1)C(=O)[C@H](OC(=O)C1CCC(CC1)C(C)(C)C)C)C,-96.2584,-18.6147,-11.236705,-12.526493,-28.399582,-28.482939,-91.703011,-99.821342,-3.0156746,-6.2614174,1166,0.000473463,0.001669861
C83252606_7,Brc1ccc(cc1)[C@H]1N/C(/[NH+]=C/2[C@H]1CCC\C\2=C/c1ccc(Br)cc1)=N\C#N,-76.9483,-14.9984,-11.235576,-10.811256,-24.734577,-22.535723,-79.508186,-87.577164,-5.9390912,-5.2177505,2193,0.000125548,1.95E-05
C04554189_11,s1c2c(CCCC2)c(C(=O)Nc2ccccc2CC)c1\N=C\c1ccc(O)cc1,-85.1397,-18.6271,-11.234917,-10.592106,-23.611858,-21.442307,-60.425407,-69.92675,0.19370669,0.40219498,4220,4.98E-05,8.79E-05
C97782846_22,Brc1cc(Cl)c(cc1)C[C@@H](NN)c1cccc(Cl)c1Cl,-88.4001,-18.5519,-11.234209,-10.038881,-18.78035,-19.960478,-77.026054,-76.898674,-7.6943059,-6.5833611,930,0.00155302,0.000272161
C12497229_37,S(=O)(=O)(Nc1ccc(cc1C)C)c1ccc(NC(=S)NC(=O)\C=C\c2c3c(ccc2)cccc3)cc1,-96.2185,-18.3018,-11.233598,-11.539795,-27.783863,-28.710859,-51.356564,-74.727524,3.85777,4.3136601,4728,0.000120488,0.000331406
C39700339_1,s1cccc1[C@H](N1CCN(CC1)c1ccccc1OC)[C@@H](NC(=S)NC1CCCCC1)C,-99.1362,-11.859,-11.233513,-9.7003746,-32.53463,-32.238815,-73.641785,-87.424423,-2.5817497,2.1042259,4497,0.001641371,0.001723544
C68712919_5,Brc1cc(Br)cc(\C=N/NC(=O)[C@H]2C[C@H]2c2ccc(cc2)C(C)(C)C)c1O,-85.2198,-11.8569,-11.233278,-11.508514,-27.499311,-25.43383,-79.768509,-95.36879,-6.3314085,-5.5914087,1814,0.000254735,0.000195271
C08454121_19,Clc1cc(C)c(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2cc(Cl)ccc2)cc1,-100.097,-17.7967,-11.233245,-11.389659,-26.33823,-25.730137,-82.217842,-91.786507,-2.830034,-5.0174599,2389,0.000182201,0.000114911
C02117805_3,Brc1ccc(cc1)[C@H]1S[C@H](c2sc3ncnc(N)c3c2C1)c1ccc(Br)cc1,-70.069,-18.589,-11.232504,-10.588122,-21.878605,-21.494228,-86.834137,-86.058647,-4.0395198,-5.6602416,1746,0.000130989,9.73E-05
C12366085_22,OC1(C[C@@H]2[NH+]([C@H](C1)CC2)Cc1cnc(nc1)C(C)C)CN1N=C(C=CC1=O)C,-94.3846,-16.9314,-11.232441,-10.987242,-29.394337,-30.154684,-96.884781,-112.67814,-5.4893503,-5.2996697,2115,0.001146471,0.002174055
C12366085_13,OC1(C[C@@H]2[NH+]([C@H](C1)CC2)Cc1cnc(nc1)C(C)C)CN1N=C(C=CC1=O)C,-93.3599,-16.9087,-11.232441,-10.987242,-29.394337,-30.154684,-96.884781,-112.67814,-5.4893503,-5.2996697,2114,0.001138383,0.002171504
C03299159_9,Clc1ccc(S(=O)(=O)N[C@H](Cc2c3c([nH]c2)cccc3)C(=O)NCc2ccccc2F)cc1,-103.129,-15.8906,-11.230791,-10.47007,-23.904301,-22.911306,-83.694366,-96.089157,-4.1162205,-1.6822776,3739,0.000345448,7.14E-05
C25579491_8,Brc1ccccc1NC(=S)N[C@@H](NC(OCc1ccccc1)=O)C(Cl)(Cl)Cl,-91.4401,-14.2308,-11.230444,-11.088402,-26.172392,-24.233482,-74.838913,-89.928612,-5.2929277,-4.0459561,2997,7.64E-05,3.59E-05
C69674693_6,ClC=1C=C/C(/NC=1)=N/S(=O)(=O)c1ccc(cc1F)C,-82.1146,-20,-11.228065,-9.3354731,-22.026617,-21.484995,-86.082657,-90.169441,-6.4171948,-6.627758,890,0.000329086,0.002885444
C69674693_3,ClC=1C=C/C(/NC=1)=N/S(=O)(=O)c1ccc(cc1F)C,-82.0476,-20,-11.228065,-9.3354731,-22.026617,-21.484995,-86.082657,-90.169441,-6.4171948,-6.627758,889,0.000329366,0.002900312
C20504402_13,Brc1cc(Br)cc(Br)c1N[C@H](CCc1ccc(O)cc1)C,-82.1143,-17.0032,-11.226896,-10.664742,-22.46488,-21.610466,-72.90625,-84.785507,-7.1610007,-6.9683633,633,0.000864548,0.000498722
C38680258_9,Clc1cccc(F)c1[C@@H]1c2c(OC(N)=C1C#N)cc(OC(=O)c1ccc(Cl)cc1Cl)cc2,-90.0736,-16.7133,-11.226063,-10.742578,-22.709801,-21.992012,-81.883987,-89.168152,-2.7354507,-2.8143852,3412,6.53E-05,1.42E-05
C01124400_6,Brc1cc(C(=O)NC(=S)Nc2c3c4c(CCc4ccc3)cc2)c(OC)c(c1)C,-85.0023,-15.4757,-11.225873,-11.279733,-24.451176,-23.920946,-73.181183,-84.804565,-2.2187614,-5.1794434,2234,4.86E-05,6.33E-05
C20697700_5,S(=O)(=O)(NCCc1ccccc1)c1cc2[C@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1ccc(cc1)C(C)C,-114.673,-17.2352,-11.224462,-12.54356,-33.114784,-32.184063,-82.299675,-102.94529,-6.4507089,-5.4626727,1949,0.003710595,0.003246038
C59706099_19,Brc1ccc(cc1)C(=O)CSC=1NC(C)=C(C(=O)Nc2ccccc2C)[C@@H](C=1C#N)c1sccc1,-90.8553,-15.1885,-11.223022,-11.924253,-29.181883,-29.692558,-84.211273,-87.632019,-3.2618463,-2.3143995,3571,0.00024577,0.000813188
C14670852_24,s1cccc1[C@@H](NC(=O)CN[C@H](Cc1ccccc1)c1ccccc1)c1ccccc1,-106.252,-14.5747,-11.222689,-10.222029,-24.82526,-25.231991,-66.538528,-73.286125,-0.35672903,-3.8943148,3057,0.000577367,5.25E-06
CHEMBL2171450_22,OC(CC)(CC)c1cc(CCC)c(cc1)-c1cc(ccc1C)CCc1cc(CO)c(cc1)CO,-129.616,-12.9392,-11.222666,-11.374002,-33.77837,-31.120756,-84.505562,-107.46482,-2.6863668,-5.2624412,2152,0.004726467,0.002062366
C38617393_11,Clc1c(OCC(=O)C=2C(C)=C(C#N)C(=O)N([C@H](CC)C)C=2[O-])c(Cl)c(Cl)c(Cl)c1Cl,-79.062,-8.88439,-11.222064,-11.303946,-23.361931,-21.922955,-72.414627,-79.593971,0.60410768,-0.56851065,4001,4.65E-05,5.98E-05
C08451084_10,s1c2nc(cc(c2c(N)c1C(=O)NC1CC1)C(F)(F)F)C12CC3CC(C1)CC(C2)C3,-86.824,-17.4399,-11.22206,-11.716228,-29.04468,-26.951067,-92.419708,-101.19536,-7.0966134,-7.589467,290,0.001317057,0.001755731
C08451084_1,s1c2nc(cc(c2c(N)c1C(=O)NC1CC1)C(F)(F)F)C12CC3CC(C1)CC(C2)C3,-87.0293,-17.4408,-11.22206,-11.716228,-29.04468,-26.951067,-92.419708,-101.19536,-7.0966134,-7.589467,289,0.001319757,0.001758986
C43083365_47,FC(F)(F)c1cc(ccc1)-c1cn[nH]c1[C@H]1CCCN(C1)Cc1ccc(cc1)C#CC(O)(C)C,-111.353,-17.6908,-11.221936,-11.936028,-28.748175,-29.376451,-75.58802,-110.78294,0.35727584,-5.860044,1568,0.00128904,0.002090876
C02825431_9,Brc1cc(C(=O)NC(=S)\N=C\2/SC=C(N/2)c2ccc(cc2)C)c(Cl)cc1,-77.77,-8.39939,-11.220655,-11.304246,-24.574272,-24.693369,-81.272263,-90.695351,-6.4774995,-6.5668588,944,0.000308457,0.000285091
C68777466_7,O=C(N1CCCC1)c1ccc(cc1)CNC(=O)Cn1nccc1-c1cc[nH+]cc1,-98.2583,-7.39826,-11.219863,-11.20444,-24.169371,-24.148275,-90.985107,-99.468773,-4.7118516,-5.7641964,1666,0.000385501,0.000249268
C59198367_63,Brc1cc(N2C(=O)\C(=C\c3c4c(n(c3)Cc3cc(ccc3)C)cccc4)\C([O-])=NC2=O)ccc1,-91.8746,-15.5826,-11.219328,-11.700815,-28.208382,-28.398363,-97.139732,-94.174194,-4.8432679,-3.4845176,3218,0.001014177,0.000372662
C09697988_17,Brc1ccccc1C(=O)NC(=S)Nc1ccccc1OCCOc1ccccc1,-99.1229,-17.7778,-11.218459,-11.510323,-23.978653,-22.375444,-68.475098,-99.020905,-2.6474175,-3.4271219,3228,0.00013392,0.000282136
C87020960_12,s1cc(nc1)-c1ccc(cc1)C(Oc1ccc(cc1OC)C#N)=O,-98.7177,-15.5357,-11.218388,-11.459711,-22.45834,-21.308413,-85.374474,-91.127457,-6.2910967,-4.2623906,2912,0.000340013,0.000111557
C20132516_45,Fc1ccccc1[C@H]1N(CCN(CC)CC)C(=O)C([O-])=C1C(=O)c1oc2c(c1)cccc2,-95.2169,-16.4114,-11.217781,-10.987631,-26.795057,-25.954983,-77.251434,-95.262901,-0.71256882,-4.3828287,2832,8.43E-05,8.08E-05
C14457604_56,S(=O)(=O)(NCCc1ccccc1)c1cc2[C@@H]3[C@@H](CC=C3)[C@@H](Nc2cc1)c1c(cc(cc1C)C)C,-113.435,-18.3482,-11.216212,-10.540028,-32.195415,-32.438789,-86.033607,-104.27177,-0.75073367,-2.8309791,3401,0.002921921,0.002336081
C58849627_16,Clc1cc(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2ccc(F)cc2)c(OC)cc1,-99.3128,-14.7667,-11.214654,-11.469451,-27.70496,-26.622784,-89.673637,-112.81603,-2.3116541,-3.8729715,3066,0.000352451,0.001690156
C14457596_16,S(=O)(=O)(Nc1cc(C)c(cc1)C)c1cc2[C@@H]3[C@H](CC=C3)[C@@H](Nc2cc1)c1c(cc(cc1C)C)C,-99.9952,-16.5707,-11.214555,-10.053421,-29.540867,-29.444,-69.826431,-87.130714,0.6184895,-1.4756482,3793,0.000382827,0.000351735
C15892214_34,S(CCCC(=O)Nc1cc(S(=O)([O-])=Nc2ccccc2OC)ccc1OC)c1ccccc1,-93.8345,-8.25984,-11.214406,-11.199044,-28.667627,-28.855467,-83.040321,-101.03623,-0.46579486,2.4625883,4543,0.00017308,0.000503055
C45924960_34,Clc1ccc(cc1NC(=O)CSc1nc(N)c(S(=O)(=O)c2sccc2)cn1)C(F)(F)F,-92.4949,-16.2137,-11.213633,-11.612567,-24.903446,-23.065771,-72.594727,-96.791618,-3.049969,-1.8791691,3696,5.74E-05,0.000242225
C79051175_2,s1c(ccc1N1CC[C@H]2[C@H](CCCC2)C1)C(=O)[O-],-86.2789,-19.9994,-11.213443,-10.704011,-22.163044,-22.272438,-91.668953,-83.841187,-6.7267256,-7.617065,272,0.00076337,0.003048914
C20708187_63,O=C(NCCc1ccccc1)c1c2N[C@@H]([C@@H]3[C@@H](C=CC3)c2ccc1)c1cc2c(cc1)cccc2,-99.9928,-17.4023,-11.213055,-10.638901,-29.433453,-27.77721,-89.730827,-86.612968,-8.3622513,-2.7259412,3439,0.002602032,7.61E-05
C39771490_13,S(=O)(=O)(N(Cc1ccccc1)Cc1ccccc1)c1ccc(nc1)NNc1ccccc1,-112.57,-17.5231,-11.211976,-12.690414,-28.450247,-26.253599,-120.0891,-109.9695,-8.0881233,-8.9842243,44,0.005939058,0.004937536
C20701784_14,Clc1cc(Cl)cc([C@H]2Nc3c([C@H]4[C@H]2CC=C4)cccc3OCCOc2ccccc2)c1O,-102.258,-19.0763,-11.211345,-10.609023,-25.743044,-25.419443,-80.303596,-93.657997,-5.2627559,-2.5368242,3497,0.000276728,0.000201218
C20069658_20,S(=O)([O-])(=N[C@]1(C2=C(N(C1=O)c1cc(C)c(cc1)C)CC(CC2=O)(C)C)C(F)(F)F)c1ccc(cc1)C,-80.0623,-12.636,-11.210882,-10.60778,-29.448362,-28.305147,-74.787598,-87.29586,-2.402647,-2.7306178,3437,0.000256537,0.000122827
C00931570_42,Clc1cc2NC(=O)C(=Cc2cc1C)CN(Cc1occc1)C(=S)NCCc1ccccc1,-108.699,-14.4126,-11.209892,-11.83291,-30.531769,-26.767166,-85.917961,-96.840141,-3.8201501,-5.7988763,1625,0.001491492,0.000446957
C39914731_3,Clc1cc(-c2n[nH]c3c2[C@@H](N(Cc2ccc(cc2)C)C3=O)c2cc(Cl)c(Cl)cc2)c(O)cc1C,-82.518,-17.4294,-11.209429,-11.599063,-26.140741,-25.735968,-77.149544,-80.06498,-1.1980159,-1.2063625,3854,5.04E-05,0.000161615
C08831087_2,Clc1c2nc(sc2ccc1Cl)NC(=S)NC(=O)C(c1ccccc1)c1ccccc1,-91.8985,-17.5783,-11.209105,-10.552969,-23.019556,-22.701029,-80.559875,-92.308533,-4.5801153,-3.0441375,3352,6.37E-05,2.91E-05
C31904485_39,Clc1c(COc2ccc(cc2OC)\C=N/NC(=O)c2sc(nc2C)N)c(Cl)ccc1Cl,-85.1986,-9.32938,-11.209036,-11.270753,-26.927107,-26.36293,-100.00934,-103.78596,-6.0695238,-0.94633704,3919,0.001479626,0.000517557
C13344295_12,Clc1ccc(cc1)[C@@H](NS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CC(=O)[O-],-92.8511,-15.2216,-11.208462,-11.305123,-20.64591,-19.336208,-67.941856,-81.990005,-2.5826645,-5.9715319,1452,5.62E-05,0.000114772
C98226275_22,Brc1cc(Br)cc(\C=N\Nc2ncnc3sc4CC[C@@H](Cc4c23)C(CC)(C)C)c1O,-72.3275,-19.9113,-11.206536,-12.025862,-24.276596,-24.411718,-63.764904,-76.555817,-1.3475382,0.93513536,4314,4.37E-05,0.001191319
C71828879_25,o1cccc1C(=O)N1CCC(CC1)C(=O)NCc1cc(ncc1)N1CCCC1,-102.286,-16.725,-11.206137,-11.022843,-29.151028,-29.150795,-90.477821,-107.69164,-5.4940739,-5.6352882,1768,0.000663375,0.001210763
C14465145_20,Clc1ccc(cc1)[C@@H]1Nc2c([C@H]3[C@@H]1CC=C3)cc(S(=O)(=O)NCC=C)cc2,-97.9486,-18.9602,-11.205391,-11.538485,-24.751232,-24.248947,-94.052071,-105.95654,-8.4165297,-8.593008,73,0.002776464,0.003168868
C71758930_9,s1ccnc1CNC(=O)[C@@H]1CCCN(C1)C1CCN(CC1)Cc1ccncc1,-103.947,-16.7936,-11.205312,-11.573015,-29.509398,-29.086613,-92.349472,-104.05114,-5.6312628,-5.7169337,1705,0.001006871,0.000883423
C12250094_21,S(CC(=O)Nc1cccc(C)c1C)C=1NC(C)=C(C(=O)Nc2ccccc2C)[C@@H](C=1C#N)c1ccccc1,-87.7837,-15.3705,-11.20509,-11.803616,-31.324587,-31.272875,-87.650467,-96.915993,-0.4926855,-1.6291873,3759,0.001042995,0.001542366
C20751735_11,S(=O)(=O)(Nc1ccc(cc1C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1c2c(ccc1O)cccc2,-96.8317,-18.1087,-11.201891,-10.3526,-29.533474,-27.8288,-86.259392,-86.801186,2.1238284,2.9509532,4594,0.000379374,9.46E-05
C38685225_66,O1c2cc(OC(=O)COc3ccc(cc3)CC)ccc2[C@H](C(C#N)=C1N)c1cc(OCCCC)ccc1,-110.231,-14.4648,-11.20157,-10.143349,-30.545313,-32.184944,-68.409576,-72.446411,7.2500696,11.102504,5140,0.001615812,0.001698283
C00953829_14,s1c2c(CC[C@H](C2)C)c(C(=O)N)c1NC(=O)\C=C\c1cc(OC)c(OCc2ccccc2)cc1,-80.431,-14.9574,-11.200475,-12.209746,-28.344788,-30.57147,-68.591011,-98.352959,4.0126605,-1.0956016,3882,0.00010738,0.00163988
C82106766_1,O(CCN1CC[NH+](CC1)C)c1ccccc1C[NH+]1C[C@]2(CC([O-])=NC2=O)CC1,-100.12,-19.2778,-11.199216,-10.085041,-26.455254,-25.701689,-92.572762,-93.214104,-2.2466376,-1.1348994,3872,0.000550736,0.0002698
C57209333_22,O=C([O-])c1c2c([nH+]c3c1cccc3)/C(/C[C@H](C2)C)=C/c1ccc([NH+](CC)CC)cc1,-58.3416,-0.178576,-11.19917,-10.569926,-28.480175,-30.18199,-77.786537,-91.550774,-0.058824912,-3.8621421,3071,0.000120273,0.000629222
C20881982_5,Clc1ccc(cc1)[C@@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2cc4c(cc2)cccc4)cccc3)C1,-83.179,-18.5642,-11.198659,-11.179415,-27.305235,-25.359041,-98.394676,-99.746002,-4.3853459,-3.7588394,3109,0.001150253,0.000288819
C14549505_23,O1CCC[C@H]1CNC(=O)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1c2c(cc3c1cccc3)cccc2,-95.4281,-18.1062,-11.197951,-10.67947,-30.264122,-31.385672,-90.745796,-90.339813,3.2706561,1.2499983,4364,0.000762301,0.001270323
C14166087_23,Clc1ccccc1[C@@H]1Nc2c([C@H]3[C@@H]1CC=C3)cc(S(=O)(=O)Nc1cc(C)c(cc1)C)cc2,-99.7031,-18.0422,-11.197004,-11.489267,-27.370123,-27.450153,-78.321007,-109.73693,-4.9444571,-2.8606238,3388,0.000172945,0.001347719
C71967831_3,[O-]C1=N[C@H]([NH+]2[C@@H]1CCCC2)c1cc(C)c(cc1C)C,-78.3525,-19.3051,-11.193593,-10.285037,-25.30521,-24.343075,-75.552368,-97.114281,-5.7297616,-6.5885172,921,8.64E-05,0.000672597
C14477545_19,Clc1cc(Cl)ccc1[C@@H]1Nc2c([C@@H]3[C@H]1CC=C3)cc(S(=O)(=O)Nc1ccc(cc1C)C)cc2,-97.9748,-18.2076,-11.192394,-11.471877,-28.601173,-27.762541,-91.647423,-93.535027,-1.1806506,-3.7188058,3127,0.000503737,0.00022532
C16958666_4,Brc1cc(ccc1)[C@H]1NC(=S)NC\2=C1CSC/C/2=C\c1cc(Br)ccc1,-75.7159,-13.7193,-11.191454,-11.318151,-22.551661,-22.842676,-82.217567,-92.960831,-6.8075595,-7.3523989,401,0.00052268,0.00100327
C08397806_7,s1c2c(CC[C@@H](C2)C)c(C#N)c1NC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-99.1757,-19.7361,-11.190388,-11.193683,-23.95842,-22.37467,-85.997551,-103.47622,-9.368475,-8.8051472,52,0.002697792,0.003334463
C00865908_5,Clc1c2n(nc1C(=O)Nc1c3c(ccc1)cccc3)[C@@H](C[C@H](N2)c1sccc1)C(F)(F)F,-87.2667,-19.3215,-11.189961,-11.427561,-25.826914,-25.375984,-98.501144,-84.520309,-6.5097346,-2.4796531,3518,0.001434135,0.00051468
C16543271_6,Brc1cc(Nc2sc(S[C@@H](C(=O)Nc3ccc([NH+](C)C)cc3)C)nn2)ccc1,-93.9403,-8.52278,-11.188568,-10.767439,-23.951862,-24.168812,-93.0243,-99.738716,-4.3592196,-2.0662379,3642,0.00049273,0.000199445
C59115487_1,S=C(NC1CCCCCC1)NCC(CNC(=S)NC1CCCCCC1)(C)C,-95.4228,-15.2607,-11.187778,-11.131673,-34.844597,-34.463539,-83.910439,-98.488449,-5.3369093,-5.1946754,2220,0.002352874,0.002451277
C61882312_25,Brc1c(N)cc(Cl)cc1S(=O)(=O)N[C@H]1CCCC[C@H]1CC,-73.3076,-19.5622,-11.187702,-10.076572,-22.552414,-20.345224,-79.642372,-91.655739,-4.6815763,-4.3427787,2860,4.93E-05,0.000509451
C13978703_17,Brc1cc(ccc1OCC(=O)NNC(=S)NC(=O)\C=C\c1ccc(cc1)C)CC,-97.0092,-15.5967,-11.187468,-11.250185,-25.857191,-28.086796,-94.0028,-103.11195,-3.578439,-4.9539747,2441,0.000620288,0.000530958
C27332318_33,S(=O)(=O)(N[C@@H](Cc1ccccc1)C(=O)NCCCc1ccccc1)c1ccccc1F,-112.354,-15.9107,-11.186775,-9.8918438,-25.751453,-24.037045,-78.558136,-84.301079,-2.565526,-0.41491768,4033,0.001337279,2.33E-06
