id_conf,smiles,ds_CHEMPLP_1DB1,ds_CHEMPLP_3KPZ,ds_london_1DB1,ds_london_3KPZ,ds_ASE_1DB1,ds_ASE_3KPZ,ds_AHB_1DB1,ds_AHB_3KPZ,ds_AdG_1DB1,ds_AdG_3KPZ,rank_AdG_3KPZ,ECR_1DB1_new,ECR_3KPZ_new
C94660237_1,S=C1Nc2c(N1c1cc(ccc1C)C#N)cc(cc2)C,-72.3181,-15.4807,-10.452608,-9.4584017,-21.411505,-22.003,-74.25975,-91.249413,-6.3877435,-5.9152527,1514,0.000204539,6.00E-05
C94660237_4,S=C1Nc2c(N1c1cc(ccc1C)C#N)cc(cc2)C,-70.9167,-15.4593,-10.452608,-9.4584017,-21.411505,-22.003,-74.25975,-91.249413,-6.3877435,-5.9152527,1515,0.000203988,5.98E-05
C36542309_24,Clc1ccccc1N([C@@H](\C=C\C)C(=O)NCS(=O)(=O)c1ccc(cc1)C)C(=O)\C=C/CCCCC,-99.4398,-9.40411,-10.451621,-11.013132,-29.932518,-29.5212,-73.040352,-87.671158,0.63536161,-2.3730733,3555,0.000423788,0.000394667
C13751444_11,s1c2c(CC[C@@H](C2)C)c(C(OC)=O)c1NC(=S)N[C@H](C)c1ccc(cc1)CCC,-95.3689,-17.3691,-10.451084,-10.208439,-27.97093,-29.351658,-98.303497,-102.76887,-4.0487976,-5.0555229,2353,0.001151675,0.000688084
C93411615_5,Fc1cccc(O[C@H]2CC(C[C@@H](C2)C)(C)C)c1C(=O)[O-],-82.756,-16.8709,-10.449649,-10.477747,-23.73209,-23.662762,-73.677498,-80.875122,-6.357058,-6.1054683,1302,0.000188921,8.61E-05
C94388668_1,O1CC[C@@](O)(CC1(C)C)[C@H]1CC2(OCC1)CCCCC2,-77.7693,-19.9588,-10.449347,-9.8367176,-25.788603,-25.771585,-75.647812,-85.833015,-6.8216529,-6.1552215,1251,0.00048736,0.000970633
C59602545_12,S=C(N[C@@H]1CC(C[C@H](C1)C)(C)C)N\N=C/c1cc(OCc2ccccc2)c(OC)cc1,-86.5873,-8.27411,-10.448719,-11.360833,-30.103951,-29.750525,-73.520256,-83.57283,-2.3239539,-2.6283975,3470,0.00038715,0.000526948
C33633681_41,Brc1ccc(cc1)C(=O)Nc1sc2c(CC[C@H](C2)C(C)(C)C)c1C(=O)NCC=C,-78.306,-15.9607,-10.448658,-10.312306,-26.449041,-27.19923,-71.68882,-75.094368,-1.8604964,-0.57302701,4000,9.76E-06,3.49E-05
C95449723_19,S1CCSC1(CC(=O)N1CCN(CC1)Cc1nc([nH]n1)C)C(F)(F)F,-93.0144,-18.2086,-10.447938,-11.846421,-26.813581,-23.388618,-98.580742,-111.79153,-5.2303548,-5.5719428,1823,0.001170513,0.001812091
C14275432_15,Clc1ccc(cc1NC(=S)NC(=O)C(c1ccccc1)c1ccccc1)-c1[nH]c2c(n1)cccc2,-105.406,-17.6062,-10.446568,-9.0286198,-28.131783,-25.348988,-82.541069,-83.935341,1.4969242,8.8894358,5043,0.000522752,1.05E-05
C91475341_16,S([C@H](C(=O)N1CCC2(N(CCc3[nH]c[nH+]c23)C(=O)COC)CC1)C)CC,-84.4628,-17.8602,-10.445283,-10.052133,-25.574675,-24.438177,-87.015953,-100.21476,-3.6578221,-3.7782011,3097,9.45E-05,0.000232738
C08809628_44,Brc1cc(Br)cc(Br)c1NCC(=O)N\N=C(\CCCCCC)/C,-83.0947,-14.9046,-10.4435,-10.404797,-26.682791,-26.122162,-73.887749,-83.519447,-4.7681875,-5.2205648,2191,1.69E-05,1.95E-05
C36579514_28,O(Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)N([C@@H](C(CC)CC)C(=O)NC(CC(C)(C)C)(C)C)C(C)(C)C,-90.5709,-14.0658,-10.443499,-6.7526383,-35.283318,-33.737652,-97.162071,-73.23793,3.2502844,14.845417,5249,0.003190813,0.002150648
C20884557_8,Brc1ccccc1[C@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1ccc(F)cc1)cccc2,-73.1509,-18.5971,-10.443313,-10.487214,-25.433023,-22.588903,-92.340736,-87.412201,-4.1601653,-3.5095899,3201,0.00036959,7.68E-05
C13566122_7,s1c2C[C@@H](CCc2c2c1[NH+]=C(N[C@H]2SCc1ccc(cc1)CC(=O)[O-])C1CC1)C(C)(C)C,-101.512,-16.2078,-10.442804,-11.042593,-26.823181,-25.768785,-72.66349,-91.379593,-5.4468551,-5.4710455,1943,0.000203388,5.82E-05
C20213188_2,s1cccc1CNC(=O)[C@H]1[C@H]2[C@]3(O[C@@H]1C=C3)CN(Cc1cccnc1)C2=O,-92.4942,-15.4197,-10.441149,-10.601226,-26.758556,-25.699745,-101.14881,-103.2385,-5.3054838,-5.2515321,2162,0.00152706,0.000418922
C20258664_18,S(Cc1cc(ccc1OC)\C=N\NC(=O)CCc1c2c([nH]c1)cccc2)c1ncccc1,-108.064,-15.5905,-10.440306,-11.345797,-28.223803,-27.243017,-90.77327,-117.50232,0.423298,-3.1909549,3310,0.00104363,0.002157247
C21218603_9,Fc1ccc(F)cc1[C@@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1ccc(OC(C)C)cc1)cccc2,-83.7714,-18.5677,-10.440132,-11.908928,-27.378788,-27.734713,-74.052139,-93.031654,-1.8268455,-2.1528823,3623,2.46E-05,0.000508365
C08407637_5,O(CCOc1ccc(cc1)\C=N\Nc1nc(nc(N2CCCCC2)c1)N1CCCCC1)c1ccccc1C,-91.3675,-19.8347,-10.436256,-9.2759027,-27.766245,-27.756073,-34.613319,-50.468605,9.2777042,9.507925,5072,4.35E-05,0.000661132
C77247997_16,S([C@@H](C(C)C)C(=O)N1CCCC[C@H]1C)c1oc(nn1)C(C)(C)C,-87.8923,-16.4926,-10.435485,-10.431201,-25.310478,-24.887581,-81.847862,-92.854523,-5.8228698,-5.9188595,1506,7.28E-05,7.63E-05
C14670852_26,s1cccc1[C@@H](NC(=O)CN[C@H](Cc1ccccc1)c1ccccc1)c1ccccc1,-105.489,-14.6357,-10.435078,-9.8174076,-24.745802,-22.865812,-65.546425,-79.616882,-0.44776118,1.2201651,4362,0.000463953,6.40E-07
C09273696_6,Brc1cc(ccc1)[C@H]1N(C(=O)C([O-])=C1C(=O)c1occc1)c1sc2c(n1)c(cc(c2)C)C,-77.9542,-15.4719,-10.435033,-10.217793,-22.978455,-22.018171,-70.191895,-77.109978,-0.3485924,2.1895061,4509,2.39E-06,1.18E-06
C15073940_8,S(=O)(=O)(CCOC)c1ncc(n1Cc1ccccc1)C[NH+]1CCC[C@H]1CO,-98.5901,-16.9676,-10.433625,-10.765629,-26.309927,-25.112551,-87.906242,-89.59256,-2.3253782,-3.9013016,3055,0.000200074,2.05E-05
C25515038_2,Clc1cc(Cl)ccc1N/C(/[S-])=[NH+]/[C@H]([C@H](N1CCCC1)c1sccc1)C,-86.7576,-14.8398,-10.43285,-10.377888,-22.858339,-21.878071,-81.57769,-86.207382,-3.5369658,-4.6267591,2682,1.54E-05,5.42E-06
C14026843_7,Clc1cc(Cl)ccc1OCCCC(=O)NNC(=O)[C@H](Oc1ccccc1Cl)C,-86.7978,-15.8485,-10.432781,-11.16146,-29.417797,-26.591305,-79.63446,-90.467804,-1.8461642,-2.3025212,3575,0.000210128,6.13E-05
C91707184_7,Fc1cc2[nH]c([nH+]c2cc1)CN(C(=O)[C@@H]1CC(=O)N(C1)Cc1ncccc1)C,-100.954,-15.7538,-10.432665,-10.830185,-27.866734,-25.348589,-90.95517,-97.606659,-6.0858421,-6.3921976,1074,0.000551506,0.000268632
C13774681_12,s1c2c(CCCCCC2)c(C(OC)=O)c1NC(=S)N[C@@H](CC)c1ccc(cc1)C(C)C,-88.3685,-16.3586,-10.431802,-9.6809912,-28.475706,-28.038496,-75.037369,-65.617844,-1.5878273,2.8451397,4583,8.20E-05,8.94E-05
C38924002_23,o1nc(nc1[C@H]1CC(=O)N(C1)CCc1ccccc1)-c1ccc(cc1)C,-102.896,-17.4134,-10.431685,-10.411333,-28.099913,-27.980566,-82.968224,-92.221504,-6.7887893,-6.7270775,808,0.000773209,0.000414029
C21263687_10,Brc1ccc(cc1)CN(Cc1cccnc1)C(=S)NC1CC([NH2+]C(C1)(C)C)(C)C,-92.7571,-15.1537,-10.430819,-10.097428,-24.043182,-23.823895,-71.226913,-67.76535,-0.24382409,1.4312224,4391,1.49E-05,1.36E-06
C69637437_5,O1C[C@H](NC[C@H]1c1cc(ccc1)C#N)C,-69.8538,-19.3058,-10.430571,-9.062192,-21.176769,-20.462042,-80.338058,-80.907944,-5.2943935,-5.4764915,1933,2.35E-05,0.000371208
C40743140_27,Clc1cccc(Cl)c1COc1ccc(Cl)cc1C[NH2+][C@@H](Cc1c2c([nH]c1)cccc2)C(=O)[O-],-101.618,-15.5079,-10.430569,-10.447788,-22.117527,-22.318672,-63.53653,-93.428841,4.1880774,-2.1619468,3617,0.000178656,3.15E-05
C42743074_10,S(CC(=O)NC1CC[NH+](CC1)C1CC1)[C@H]1CCS(=O)(=O)C1,-84.9515,-16.5376,-10.430175,-12.372801,-26.424643,-26.506033,-97.773781,-109.28325,-5.5385346,-5.3318467,2084,0.001033058,0.002081692
C08445614_12,s1c2c(CC[C@H](C2)C)c(C(=O)Nc2c3c(ccc2)cccc3)c1NC(=O)Cc1ccccc1,-83.042,-17.9792,-10.429941,-11.52806,-25.646175,-23.839325,-76.177185,-93.76635,-3.1146603,-4.7757521,2587,6.62E-06,0.000177141
C40106812_9,S1C=C(N(CCC(=O)NCc2ccc([nH+]c2)N2C[C@H](O[C@@H](C2)C)C)C1=O)C,-93.7449,-15.3904,-10.429756,-11.822319,-27.44285,-27.567778,-99.470779,-100.66353,-5.0829973,-4.5880246,2709,0.001294179,0.000598995
C20132516_33,Fc1ccccc1[C@H]1N(CCN(CC)CC)C(=O)C([O-])=C1C(=O)c1oc2c(c1)cccc2,-96.3414,-16.907,-10.429701,-10.666523,-28.375395,-28.038698,-82.778503,-104.05783,-4.6128907,-7.0986462,557,0.000130379,0.001172166
C71936220_24,s1c2N=C(NC(=O)c2c(C)c1C)CS[C@H](C(=O)N[C@@H](CCc1ccccc1)c1ccccc1)C,-111.928,-15.9572,-10.429599,-11.433141,-29.603123,-29.081041,-68.525978,-82.460236,2.649296,-1.7612561,3718,0.001462165,0.000328542
C09636886_65,Fc1ccc(N2NC(C)=C(CCC(=O)N[C@H](CCCc3ccccc3)c3ccccc3)C2=O)cc1,-117.961,-15.4969,-10.429579,-10.732159,-27.577074,-30.86257,-81.61216,-86.085815,2.4643562,3.3699648,4634,0.0019144,0.000960625
C97731892_8,Brc1cc(sc1Br)[C@@H](NN)c1ccc(cc1)C(C)C,-77.2393,-17.8459,-10.428834,-10.18148,-20.445299,-20.110004,-70.298973,-77.11734,-6.8178396,-6.8980517,676,0.000478165,0.000448512
C02067295_34,ClC(Cl)(Cl)[C@@H](NC(=O)c1occc1)NC(=S)Nc1sc2c(CCCC2)c1C(OCC)=O,-93.5101,-17.5648,-10.42872,-10.522955,-24.916262,-24.25633,-89.758476,-88.747078,-2.697587,0.079927117,4150,0.000213596,1.40E-05
C94065542_8,Cl[C@@H]1c2c(cc3OCCCOc3c2)[C@@H](C)[C@H]1C,-76.8556,-20,-10.428384,-9.936141,-24.345901,-23.676256,-75.570671,-85.803757,-6.4197164,-6.6577544,870,0.000225679,0.002332812
C21230008_20,Fc1ccc(cc1)[C@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2cc4c5c(n(c4cc2)CC)cccc5)cccc3)C1,-89.3088,-17.0359,-10.428118,-10.320755,-29.171408,-27.03809,-57.176727,-82.343132,0.34581903,3.4383867,4642,0.000165014,3.18E-05
C20207103_63,S1N=C(S(=O)(=O)CC(C)C)N2C1=NC(=O)/C(=C\c1ccc(SC)cc1)/C2=N,-82.5484,-10.9767,-10.427131,-10.418781,-26.32465,-24.806009,-99.572777,-102.15366,-3.6929843,-5.9922009,1430,0.001265799,0.000384902
C39859452_39,Clc1cc(Cl)ccc1C(=O)N[C@@H](NC(=S)Nc1ccccc1CC)C(Cl)(Cl)Cl,-92.0246,-16.8282,-10.42507,-11.556542,-21.977736,-21.426022,-75.019417,-85.488556,-3.6402617,-3.2950556,3275,1.36E-05,0.00013992
C21254730_14,Clc1cc([C@@H]2Nc3c(NC4=C2C(=O)C[C@@H](C4)c2ccc(OCC(C)C)cc2)cccc3)c(O)cc1,-71.0157,-18.5057,-10.424841,-9.9405785,-28.828291,-27.619127,-55.366428,-72.636673,3.4593215,8.1185389,5001,0.000110535,9.63E-05
C02597944_18,Clc1ccc(cc1)-c1c2CCCCN3N=C(n(c23)c1C(=S)Nc1ccccc1)CNc1ccc(Cl)cc1,-65.1214,-9.08808,-10.424038,-10.578873,-23.820587,-23.165154,-64.717865,-84.551949,3.5706618,-1.2489496,3844,2.31E-06,4.85E-06
C02597944_19,Clc1ccc(cc1)-c1c2CCCCN3N=C(n(c23)c1C(=S)Nc1ccccc1)CNc1ccc(Cl)cc1,-64.1623,-9.05208,-10.424038,-10.578873,-23.820587,-23.165154,-64.717865,-84.551949,3.5706618,-1.2489496,3845,2.31E-06,4.86E-06
C37194979_10,Brc1cc(Br)ccc1NC(=O)CSc1ccc(F)cc1N,-87.6834,-16.6904,-10.422853,-9.7162781,-19.610762,-18.921787,-77.510185,-79.694153,-6.4003496,-6.0492716,1369,0.000215737,6.94E-05
C37194979_14,Brc1cc(Br)ccc1NC(=O)CSc1ccc(F)cc1N,-88.427,-16.6852,-10.422853,-9.7162781,-19.610762,-18.921787,-77.510185,-79.694153,-6.4003496,-6.0492716,1368,0.000217093,6.96E-05
C10072662_49,s1cc(nc1NCC=C)C(OCC(=O)N(C(C)C)c1ccc(Nc2ccccc2)cc1)=O,-105.38,-12.4501,-10.422263,-12.062488,-26.38381,-26.245308,-84.12516,-97.387886,-1.9143075,-3.2882116,3279,0.000492194,0.000649428
C77370017_1,O1C[C@H](N(CC(=O)N(C(C)C)C2CCCC2)[C@H](C1)C)C,-78.5924,-16.341,-10.421809,-10.83997,-26.295189,-24.383335,-90.51133,-84.935547,-5.3898292,-5.9187093,1507,0.000263264,5.96E-05
C53363212_5,Brc1cc([C@H]2N[C@@H](N=C(C2)c2ccc(cc2)CC)c2ccc(Br)cc2)c(O)cc1,-74.931,-17.9367,-10.421795,-10.070476,-25.742929,-25.373848,-62.866791,-67.26532,-0.39469832,-0.384716,4041,5.11E-06,2.06E-05
C98181374_12,Clc1cc(cnc1CNC(=S)Nc1cc(Cl)cc(Cl)c1)C(F)(F)F,-87.1448,-15.2279,-10.421384,-10.656533,-20.094891,-21.538326,-74.816757,-86.495911,-5.7243481,-6.7289896,803,4.60E-05,0.000317379
C09338846_6,Brc1ccc(N[C@@H]2SC(=O)N(CCN3C(=O)CCC3=O)C2=O)cc1,-87.4126,-15.3257,-10.421296,-10.751984,-22.055334,-21.051605,-85.883057,-99.69413,-5.4453726,-5.1902003,2226,8.37E-05,0.000202663
C71879273_23,O1CCC[C@@H]1CCC(=O)Nc1ccccc1CC(c1c2c([nH]c1)cccc2)c1c2c([nH]c1)cccc2,-108.411,-16.7052,-10.419412,-9.9756889,-28.148022,-27.185194,-68.506439,-77.04821,3.9734898,0.70843405,4269,0.000826469,3.43E-05
C94859470_15,Fc1cccc(C(=O)[O-])c1N(C)C1CCC(CC1)(C)C,-68.966,-7.0814,-10.419387,-9.192359,-23.568451,-22.668119,-73.278145,-74.187988,-6.3573532,-7.0889645,561,0.000188671,0.000595198
C87968531_6,ClCc1nc(nc([O-])c1)C1CCC(CC1)C(C)C,-78.4663,-18.5142,-10.419133,-9.782114,-22.908873,-22.049768,-75.714699,-81.749756,-5.6435771,-5.4319367,1979,3.71E-05,5.74E-05
C38560883_8,S(=O)(=O)(N1CCCC[C@H]1CCNC(=O)NCCCc1ccccc1)c1ccc(cc1)C,-110.777,-16.8558,-10.418432,-11.163148,-31.497459,-27.173841,-62.537132,-70.276176,-1.4774599,0.1091181,4154,0.002055274,6.87E-05
C04554189_1,s1c2c(CCCC2)c(C(=O)Nc2ccccc2CC)c1\N=C\c1ccc(O)cc1,-79.8885,-17.9821,-10.417681,-11.462213,-24.620235,-23.426249,-63.881104,-83.78627,-2.3814752,0.96306288,4320,3.10E-06,0.000117201
C30586011_14,S(=O)(=O)(N1CCN(CC1)C(=O)[C@@H](NC(=O)C1CC1)C)c1ccc(F)cc1,-101.254,-16.2633,-10.417323,-11.307272,-25.329332,-25.761585,-93.299431,-118.71362,-5.9571395,-5.9066391,1523,0.000701444,0.002257738
C56163664_1,O1CCN(CC1)c1[nH+]cccc1NC(=O)Cc1ccc(N2CCCC2=O)cc1,-87.3863,-11.0851,-10.416774,-10.473989,-26.98126,-25.823305,-89.305145,-108.13043,-5.1486278,-5.7413821,1688,0.000194351,0.001016221
C36985994_13,Brc1cc(Br)cc(Br)c1OCCOc1ccccc1N,-81.7421,-17.7395,-10.415483,-10.046515,-20.891665,-20.460594,-84.385841,-88.323616,-6.4411998,-6.1537771,1254,0.000266519,0.00010543
C36985994_21,Brc1cc(Br)cc(Br)c1OCCOc1ccccc1N,-80.9919,-17.7304,-10.415483,-10.046515,-20.891665,-20.460594,-84.385841,-88.323616,-6.4411998,-6.1537771,1253,0.000267167,0.000105466
C88523957_13,o1c(cnc1[C@H](N1CCN(CC1)[C@H](C#N)c1ccccc1)C)C(C)(C)C,-97.7621,-17.8343,-10.414433,-10.248031,-28.486095,-26.926649,-76.809883,-84.838226,-5.0947499,-4.262496,2911,0.000150431,3.78E-05
C38688363_5,Clc1c2c(sc1C(Oc1cc3OC(N)=C(C#N)[C@H](c3cc1)c1sccc1)=O)cc(Cl)cc2,-85.9028,-16.7295,-10.414183,-10.838227,-22.363695,-21.829393,-46.398022,-66.680878,1.2275281,3.0050106,4602,3.17E-06,1.12E-05
C09409215_43,O(CC)c1cc(ccc1OCCCC)[C@H]1N(CCCO)C(=O)c2[nH]nc(c12)-c1ccccc1[O-],-71.5861,-15.3624,-10.41394,-9.9067249,-26.086679,-24.658777,-53.8978,-67.05661,-0.80357432,6.431438,4905,6.64E-06,2.32E-06
C04016152_1,O1[C@H](/C(=C\C=C\[C@@H]2C=C[C@@H]3[C@H](CCC3)[C@@H]2C(=O)c2[nH]ccc2)/CC)[C@H](CC[C@@H]1[C@@H](C(=O)[O-])C)C,-97.8558,-15.2094,-10.413886,-9.3607168,-26.516155,-27.101725,-78.83506,-77.574615,-0.71961731,5.0280175,4790,7.60E-05,2.97E-05
C14549613_5,Fc1ccc(cc1)[C@@H]1Nc2c([C@@H]3[C@H]1CC=C3)ccc([N+](=O)[O-])c2C,-74.4287,-14.359,-10.413666,-10.035109,-22.806105,-22.731409,-77.033752,-89.817856,-7.8876991,-8.2812805,111,0.001751783,0.002002938
C25185330_27,O=C(NC1CC1)c1ccc(cc1)CN(CC(=O)N[C@@H](C)c1cc2CCCCc2cc1)C1CC1,-121.844,-14.3197,-10.411983,-10.368043,-31.524509,-29.90811,-73.751648,-90.687592,2.2005174,-1.0672739,3891,0.003235489,0.000518767
C39287056_21,S1(=O)(=O)C[C@H](N(C(=O)CN[C@H]2CCS(=O)(=O)C2)C2CCCCC2)CC1,-81.8683,-16.3939,-10.411683,-12.18144,-24.529949,-24.26004,-86.93235,-96.201302,-3.3632004,-4.4739003,2792,8.91E-05,0.000760892
C13774566_28,Brc1cc(Cl)c(NC(=S)N[C@H](CC)c2ccc(cc2)C(C)C)cc1,-92.4776,-17.3816,-10.410795,-10.750233,-25.347685,-24.301054,-79.175316,-85.501015,-5.3474836,-6.1130462,1298,3.54E-05,9.56E-05
C40408138_54,Fc1cc(Oc2n(nc(-c3ccccc3)c2C[NH+](CCC)C[C@@H](O)COc2ccccc2)C)ccc1,-99.7997,-16.337,-10.410311,-9.4603281,-27.465086,-27.506466,-62.367935,-72.727127,1.5236309,1.9637833,4470,0.000130216,4.80E-05
C25586190_15,S(C(F)F)c1nc(C)c(CCC(=O)N[C@H](CCCc2ccccc2)c2ccccc2)c([O-])n1,-116.605,-13.5193,-10.409001,-10.863075,-26.743675,-27.045574,-80.752129,-97.334579,-0.025357712,-3.1271007,3326,0.001796795,0.000137146
C71286542_4,S1[C@@H](c2c(n(nc2O)C2CCCC2)N=C1C)C(F)(F)F,-74.0861,-18.3926,-10.408791,-8.9877377,-18.957745,-19.057423,-79.449043,-86.035515,-5.7979999,-6.0291371,1390,5.65E-05,1.00E-04
C70818380_10,s1c(COC(=O)[C@@H]2[C@H]3O[C@@H](C2)CC3)c(nc1C)C,-82.2047,-18.6963,-10.408402,-8.6888008,-21.525875,-22.422632,-79.148727,-78.627388,-5.369688,-5.898488,1535,2.36E-05,0.000144518
C33251776_12,Brc1ccc(Nc2sc(C(=O)c3ccc(F)cc3)c(n2)N)cc1,-87.072,-14.2861,-10.40838,-10.473316,-21.70999,-21.598061,-84.410751,-92.103836,-5.7860975,-6.5204301,975,8.75E-05,0.000216995
C14035997_2,S=C(N(C)c1ccccc1C(=O)NC1CCCCC1)NC(=O)c1ccccc1OCCCCC,-90.232,-9.91714,-10.407781,-9.8643484,-26.555164,-27.037745,-71.487206,-84.10437,-1.0520111,1.6218165,4413,1.62E-05,2.86E-05
C91475341_17,S([C@H](C(=O)N1CCC2(N(CCc3[nH]c[nH+]c23)C(=O)COC)CC1)C)CC,-80.6074,-17.8958,-10.406742,-11.288498,-25.042231,-24.659422,-74.375328,-83.285698,-5.0307503,-3.1754193,3314,1.14E-05,7.28E-05
C72332302_2,Fc1ccc(cc1)[C@@H]1C2=C(Nc3onc(c13)C)CC(CC2=O)(C)C,-69.7129,-19.2974,-10.405446,-10.888743,-22.861357,-23.901924,-79.225273,-86.95562,-7.1982422,-7.5898385,288,0.000872612,0.001585487
C59015782_4,Clc1c(cccc1Cl)\C=N\Nc1[nH]nc(SCC(=O)Nc2ccc(Cl)cc2Cl)n1,-95.9123,-16.85,-10.405381,-10.589797,-23.845043,-23.22506,-82.382256,-94.315125,-1.0607815,-1.1070573,3880,5.18E-05,4.56E-05
CHEMBL1504661_4,O=C/1Nc2c(cc([N+](=O)[O-])cc2)\C\1=N/c1ccc(cc1)C(=O)N,-65.8985,-16.3657,-10.404754,-10.898637,-21.119913,-21.455536,-94.382202,-100.70107,-4.9880638,-5.1518469,2267,0.000577184,0.000264701
CHEMBL1504661_2,O=C/1Nc2c(cc([N+](=O)[O-])cc2)\C\1=N/c1ccc(cc1)C(=O)N,-67.0601,-16.3608,-10.404754,-10.898637,-21.119913,-21.455536,-94.382202,-100.70107,-4.9880638,-5.1518469,2268,0.000578691,0.000264048
C47139191_12,Brc1cc(/C=N\N=C/2\S\C(=C/c3ccccc3F)\C(=O)N\2Cc2occc2)c([O-])cc1,-83.6386,-16.3964,-10.404216,-11.020802,-22.060926,-23.741667,-82.889442,-92.055969,-2.8416257,-0.30053574,4064,2.16E-05,4.00E-05
C09969089_61,Clc1cc(F)ccc1Cn1c2c(cccc2)c(C[NH2+][C@H](CCc2ccccc2)C)c1C(=O)[O-],-108.704,-16.1455,-10.403924,-11.404982,-29.545628,-27.437212,-68.000397,-84.45784,-3.5659776,-0.15438195,4096,0.001060522,0.000126242
C04083972_2,Clc1ccccc1[C@@H]1CC(=O)C2=C(Nc3c(N[C@H]2c2cc(ccc2)C(F)(F)F)cccc3)C1,-81.9041,-17.935,-10.402218,-9.0852365,-23.50342,-23.61544,-65.946518,-74.378693,0.92698747,0.24325773,4189,2.29E-06,1.62E-05
C68605213_10,O=C(NC1CC[NH+](CC1)CC(=O)N(C)C)[C@H]1N(CCC1)C(=O)CC(C)(C)C,-94.1331,-15.5655,-10.402067,-11.245097,-30.266495,-31.552013,-84.515495,-95.517677,-5.83145,-6.1045165,1304,0.0005558,0.001529537
C12926600_8,Brc1cc(F)c(NC(=O)CN[C@@H](c2ccc(F)cc2)c2sccc2)cc1,-96.5862,-17.2298,-10.401692,-11.241314,-22.021267,-21.057573,-80.040222,-93.394531,-6.4126077,-6.8794246,695,0.000264669,0.00049307
C12112529_3,Clc1cc(NC(=O)CSc2[nH]c([nH+]c2S(=O)(=O)c2ccccc2)-c2ccc(cc2)C)c(cc1)C,-104.809,-16.7243,-10.400961,-11.338667,-28.235304,-25.828115,-70.189835,-102.53556,-1.0608735,-2.4145272,3538,0.000480103,0.000423226
C04667775_3,S1c2n(N=C1COc1ccc(F)cc1)c(nn2)Cc1ccccc1,-98.2605,-17.8409,-10.400015,-10.796888,-21.533468,-20.834227,-91.928391,-106.45321,-6.6264939,-6.0478444,1372,0.000749744,0.000842142
C04667775_6,S1c2n(N=C1COc1ccc(F)cc1)c(nn2)Cc1ccccc1,-99.1436,-17.8437,-10.400015,-10.796888,-21.533468,-20.834227,-91.928391,-106.45321,-6.6264939,-6.0478444,1371,0.00076547,0.000844554
C12153324_12,Clc1ccc(O[C@H](CO\N=C(\CCC)/C=2C(=O)C[C@H](CC=2[O-])[C@@H]2CCCSC2)C)cc1,-96.7576,-13.7568,-10.39842,-12.015547,-30.146135,-28.243418,-71.70945,-102.03578,-1.4205509,-2.1855371,3611,0.000446514,0.000900803
C84149983_4,O1c2c(cc(cc2OC)C)[C@@H](O)[C@H]1C,-69.0473,-20,-10.396916,-8.5681257,-17.531713,-17.016691,-70.625542,-72.271591,-4.8257833,-4.8549609,2535,6.75E-06,0.002290726
C13754769_8,Brc1cn(nc1NC(=S)Nc1cc(cc(c1)C)C)Cc1c(F)cccc1Cl,-89.8897,-17.7078,-10.395864,-10.556058,-22.381748,-22.72201,-65.690681,-77.538322,-3.0336576,-1.7534337,3722,7.73E-06,1.15E-05
C22799729_10,O=C(N1CCCC1)CN1CC[NH+](CC1)CC(=O)N[C@@H]1CCCc2c1cccc2,-109.809,-16.1454,-10.394703,-10.805665,-29.800982,-29.624899,-73.745872,-94.09864,-2.6218126,-4.5715022,2722,0.001273073,0.000451734
C95951021_8,s1cc([n+](\N=C\c2c3c([nH]c2)cccc3)c1NCC=C)-c1occc1,-82.8634,-16.6139,-10.3934,-9.4390802,-20.261728,-21.630854,-82.97757,-79.536346,-7.5050249,-4.9740458,2430,0.001343689,5.29E-06
C95951021_54,s1cc([n+](\N=C\c2c3c([nH]c2)cccc3)c1NCC=C)-c1occc1,-85.5814,-16.6072,-10.3934,-9.4390802,-20.261728,-21.630854,-82.97757,-79.536346,-7.5050249,-4.9740458,2429,0.001340769,5.28E-06
C12635712_10,S=C(N(CC1=Cc2c(NC1=O)c(C)c(cc2)C)C[C@H]1[NH+](CCC1)CC)NCCc1ccccc1,-104.685,-15.1358,-10.392551,-11.224545,-28.354595,-28.241644,-71.18531,-84.832619,0.61699587,-2.8379087,3398,0.000474782,0.00015391
C59484239_6,Clc1cc(Cl)cc(\C=N\Nc2sc(c(n2)-c2ccccc2)-c2ccccc2)c1O,-80.0957,-16.8543,-10.392451,-10.709002,-22.435453,-20.416866,-60.683327,-87.394432,-1.7800107,-2.668247,3455,2.10E-06,1.08E-05
C24904249_30,s1cc(cc1)-c1c2nc(ccc2c(nc1)NC1CCC([NH2+]Cc2ccc(F)cc2)CC1)C(F)(F)F,-93.9855,-15.9819,-10.392105,-10.323844,-28.329044,-28.56805,-71.045433,-61.121239,-0.093307294,5.3806095,4827,8.45E-05,0.000151842
C32943445_32,Brc1ccccc1C(=O)\N=C(/Nc1cccc(C)c1C)\NCCc1c2c([nH]c1)cccc2,-87.6775,-10.9614,-10.391364,-9.9828739,-25.58123,-22.970219,-80.896034,-74.233223,-2.7824771,3.0965827,4611,1.54E-05,6.48E-07
