id,smiles,ECR_1DB1,ECR_3KPZ
VDRML6103,O1CCN(CC1)CCCNC(=O)C(=O)C1=CC=C(C(CC)(CC)c2cc(C)c(OCC(O)C(C)(C)C)cc2)C1CC,0.000273944,1.68E-86
VDRML1951,FC(F)(F)C(O)(C=CC=C(CC)c1cc(OC(C)c2cc(C)c(OC)cc2)ccc1)C(F)(F)F,1.91E-25,2.16E-29
VDRML1120,FC(F)(F)C(O)(C(O)CC(CC)c1cc(OCc2cc(C)c(cc2)CO)ccc1)C(F)(F)F,2.90E-26,3.71E-121
VDRML19408,O(Cc1cc(C(O)CC)c(cc1)CCO)c1cc(-c2ccc(cc2C)C(O)(CC)CC)c(cc1)CC,2.63E-26,1.69E-49
VDRML18221,FC(C(CC=C(CC)c1cc(OCc2cc(CO)c(cc2)COCC(O)O)ccc1)C)(C)C,2.37E-26,4.84E-31
VDRML22236,FCC(CC)(c1cc(CO)c(OC(CCO)C)cc1)c1ccc(OCC(O)C(C)(C)C)cc1,2.15E-26,5.84E-26
VDRML18811,O(C(CCCO)C)c1ccc(cc1C)C(CC)(CO)c1cc(C)c(OCC(O)C(C)(C)C)cc1,4.29E-23,0.000150378
VDRML16668,O(C(CCO)CO)c1ccc(cc1C)C(C)(C)c1cc(C)c(OCC(O)C(C)C)cc1,1.25E-10,3.57E-12
VDRML17531,FC(O)(C(C)(C)C)CCCc1cc(ccc1)C(CCc1cc(CO)c(cc1)CCO)=CC,1.89E-16,1.54E-05
VDRML11809,O(C(CCO)CO)c1ccc(cc1C)C(CC)(CC)c1ccc(OCC(O)C(O)C)cc1,2.08E-14,1.01E-06
VDRML10019,O(C(CCO)CO)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(C)(C)c2cc(ccc2)CO)cc1,7.00E-19,3.52E-24
VDRML6180,O1N(NCOc2ccc(cc2C)C(CC)(CC)c2cc(C)c(OCC(O)C(C)(C)C)cc2)C1,1.18E-26,0.006720551
VDRML2993,O(Cc1cc(C)c(cc1)CO)c1cc(-c2ccc(cc2C)C(O)(C(O)CCO)CC)c(cc1)C,1.07E-26,8.03E-72
VDRML8570,OC1CC(=CC=C2C3CCC(C(CCCCOCC)C)C3(CCC2)C)C(=C)C(=O)C1,2.60E-22,4.72E-21
VDRML1072,O(Cc1cc(CO)c(cc1)COC(O)(O)C)c1cc(ccc1)C(CC)=CC=C,8.73E-27,5.47E-78
VDRML21038,OC1=C(c2ccc(cc2)C(=O)N)C(=O)Nc2c(cc(cc2)C(O)N)C1=NN,7.90E-27,1.84E-44
VDRML4779,O(C(COCC(O)C(C)(C)C)C)c1ccc(cc1C)-c1cccc(O)c1C(C=O)C,7.15E-27,9.40E-133
VDRML11612,FC(F)(F)C(O)(C=CCC(CC)c1cc(ccc1)CC(C)c1cc(C)c(OCO)cc1)C(F)(F)F,1.25E-09,7.52E-08
VDRML10611,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(cc1)C(O)CO,5.85E-27,9.10E-43
VDRML3204,O(C)c1cc(C)c(C(OC)C)c(C(O)CC)c1Cc1ccc(OC(CO)CO)cc1,5.30E-27,1.67E-05
VDRML18246,FC(F)(F)c1ccc(cc1CCc1cc(C)c(OCO)cc1)C(CC)=CC(C(O)C(F)(F)F)=C,5.57E-08,2.53E-12
VDRML15630,O(Cc1cc(CO)c(cc1)CO)c1ccc(cc1C)C(C)(C)c1ccc(cc1C)C(O)(CC)CC,2.57E-18,1.91E-20
VDRML10717,O(Cc1cc(CO)c(cc1)CO)c1ccc(cc1C)C(Cc1ccc(cc1CCO)C(CC)(CC)C)C,3.92E-27,1.67E-45
VDRML479,O(CC(O)C(C)C)c1ccc(cc1C)C(CC)(CC)c1ccc(OC(CCO)CO)cc1,3.56E-27,0.000369786
VDRML22334,FC(F)C(C(O)COc1ccc(cc1C)C(C)(C)c1cc(C)c(OC(CCO)CC)cc1)(C(F)F)C,1.26E-14,2.07E-11
VDRML5,FC(CCOc1ccc(cc1C)C(CC)(CC)c1cc(CO)c(OC(CO)CO)cc1)(C)C,2.91E-27,5.02E-45
VDRML18683,FC(O)(CC(=CC=CCC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C,2.63E-27,1.47E-112
VDRML13831,FC(F)(F)C(C(CC=C(CC)c1cc(OCc2cc(C)c(OCO)cc2)ccc1)C)(C(F)(F)F)C,2.38E-27,0.000451658
VDRML9468,FC(C(O)(CCCCC)CC=CC=C(CC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)(C)C,2.15E-27,2.47E-41
VDRML9198,FC(C(O)COc1ccc(cc1)C(CC)(CC)c1cc(C)c(OC(CC(O)C)CO)cc1)(C)C,5.00E-05,6.57E-33
VDRML2080,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1cc(O)c(cc1)C(C(CC)C)C(O)=O,1.13E-08,1.05E-21
VDRML963,O1Cc2c(cc(cc2)COc2ccc(cc2C)COc2ccc(cc2CCC)C(CC)(CC)C)C1O,1.60E-27,0.012245643
VDRML11546,FC(C(OC=CC=C(CC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C)(C)C,9.21E-09,7.25E-06
VDRML1519,O1CCN(C1)CCCCOc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(C)(C)C)cc1,0.009075159,9.26E-11
VDRML14205,OC1CC(CC(O)C1=C)=CC=C1C2CCC(C(CCCC(C(O)=O)=C)C)C2(CCC1)C,1.18E-27,1.70E-51
VDRML6254,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CCC(=O)Nc1ccc(OCC)cc1)(CC)c1n(CC)c(nc1)C,1.07E-27,9.81E-64
VDRML13841,FC(F)(F)C(CCCCC(CC)(c1cc(C)c(OC(CCO)CO)cc1)c1ccccc1)(C(F)(F)F)C,9.68E-28,6.06E-118
VDRML23948,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(=CC=CC(O)(CC)CC)C=CC,8.76E-28,4.80E-105
VDRML21155,FCC(O)(CC)C=CC=C(CC)c1cc(OCc2cc(CO)c(O)cc2)ccc1,7.92E-28,0.006081007
VDRML5335,Clc1c(Cc2ccc(cc2CC)CO)c(ccc1OCc1c(O)c(ccc1C)C=O)CC,7.17E-28,2.90E-26
VDRML7421,FC(OO)(O)C=CC=C(CC)c1cc(OCc2ccc(cc2CO)CO)ccc1,3.83E-18,2.54E-13
VDRML10626,FC1(F)C=C(CC1(O)C(F)(F)F)c1ccc(cc1CCC)COc1cc(CO)c(cc1)CO,5.87E-28,8.99E-38
VDRML17900,FCCC(=CC=CC(O)(CC)CC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO,5.31E-28,1.68E-86
VDRML11889,O(C(CCO)CO)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC=CC=C(C)C)cc1,4.81E-28,1.70E-52
VDRML11585,FC(F)(O)C(O)CC=C(CC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1,3.38E-08,7.24E-32
VDRML3966,O(C1(CC1(C)C)C)c1cc(C)c(cc1C)C(CC)(CC)c1cc(C)c(NC(C(O)=O)C)cc1,3.93E-28,1.71E-53
VDRML10295,FC(CCOc1ccc(cc1)C(CC)(CC)c1cc(CO)c(OC(CCO)CO)cc1)(C)C,1.44E-25,2.32E-94
VDRML3522,ClC(C=CC=C(NCCC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)(C(F)(F)F)C(F)(F)F,3.22E-28,6.93E-15
VDRML22339,FC(O)(C(F)(F)C(O)COc1ccc(cc1C)C(C)(C)c1cc(C)c(OC(CCO)CO)cc1)C,8.25E-05,2.52E-10
VDRML6580,Oc1cc2CCC3C4CC(C(C(O)CCCC(O)(C)C)C)C4(CC3c2cc1)C,2.64E-28,1.31E-28
VDRML22246,FC(Cc1cc(CO)c(cc1)CC(O)C)(C(O)C=C(CC)c1cc(OC)ccc1)C,5.83E-25,5.96E-34
VDRML10977,O(c1ccc(cc1)C(CCO)COc1ccc(cc1C)C(OC)(CC)C)c1ccc(cc1)CC,5.06E-09,5.00E-43
VDRML9705,FC(F)C(O)(O)CC=CC=C(CC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1,0.002237152,0.010395682
VDRML10020,O(C(CCO)CO)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(C)c2cc(ccc2)CO)cc1,1.77E-28,6.71E-41
VDRML11267,O(Cc1cc(CO)c(cc1)CO)c1cc(C(C(C)C)=CC=CC(O)(CC)CC)c(cc1)CC,1.60E-28,5.63E-89
VDRML5859,FC(F)(F)C(O)(C(CC=C(CC)c1cc(OCc2cc(C)c(OCO)cc2)ccc1)C)C(F)(F)F,1.45E-28,3.11E-15
VDRML399,FC(C(F)C)(C=CC=C(CC)c1cc(ccc1)CCCc1cc(CO)c(cc1)CO)C(F)(F)F,1.12E-07,1.27E-15
VDRML2235,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)C=1N(C=1)C(=O)NC(C(CC)C)C(O)=O,1.19E-28,5.33E-68
VDRML9699,FC(OCc1cc(CO)c(cc1)CO)(O)C=CC=C(CC)c1cc(ccc1)CO,0.000909528,2.64E-67
VDRML1379,FC(F)(F)C(C(O)CCc1cc(ccc1)C(CC)(CC)c1cc(C)c(OCO)cc1)(C(F)F)C,0.003019738,1.12E-44
VDRML14521,O(C(CCO)CO)c1ccc(cc1C)C(CC)(C)c1cc(C)c(OCC(O)c2ccccc2C)cc1,8.78E-29,2.58E-20
VDRML1521,O1CCN(CC1)CCCCOc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(C)(C)C)c(c1)C,0.000822975,4.58E-09
VDRML10495,O(CCC(C)(C)C)c1ccc(cc1CO)C(CC)(CC)c1cc(ccc1)COC(CO)CO,7.19E-29,4.24E-18
VDRML923,FC(F)(F)C(O)(COc1c2c(cc(Oc3cc(C)c(OCC4OC4)cc3)c(c2)C)c(cc1)CC)C(F)(F)F,6.50E-29,2.29E-51
VDRML21817,Clc1cc(ccc1C#N)CCCc1ccc(-n2c3nc4c(cc3c(Cl)c2NC)cccc4)cc1,5.88E-29,1.12E-45
VDRML4784,O(C(O)(C(O)C(C)(C)C)C)c1c(c2CC(=O)c3c(-c2cc1C)cccc3O)C,1.26E-12,1.38E-47
VDRML14435,FC(F)(F)c1ccc(cc1OCc1cc(CO)c(cc1)C)C(CC)=CCC(O)C(F)(F)F,1.02E-09,3.73E-07
VDRML10788,O1C(=C)C(CC(O)C(CCn2nnc(c2)C)C1O)=CC=C1OCCC2(C1CCC2C(CCCC(O)(C)C)C)C,4.25E-19,3.80E-15
VDRML6571,Oc1cc(C)c(cc1)C1C2CCC(C(CCCCCCC(O)(C)C)C)C2(CC1)C,2.06E-09,9.38E-16
VDRML8226,FC(O)(CCc1ccc(cc1CO)COCCO)COc1cc(ccc1)C(CC)CC,3.57E-29,1.38E-48
VDRML13025,FC(C(O)COc1ccc(cc1CO)CC=C(CC)c1cc(OC(OC)C)ccc1)(C)C,2.10E-17,2.13E-22
VDRML3820,O(Cc1cc(CO)c(cc1)COC)c1cc(ccc1)C(CC)=CC=C(O)C(CC)(C)C,2.92E-29,4.73E-22
VDRML21131,FC(Cc1cc(C)c(OC(CCO)CO)cc1)(C(O)COc1ccc(cc1C)C(CC)=CC)C,2.64E-29,1.29E-99
VDRML16703,FCC(O)(CC)c1cc(CC)c(cc1)-c1cc(OCc2cc(CO)c(cc2)CO)ccc1,2.39E-29,4.46E-38
VDRML21178,FC(F)(C(CCC(CC)c1cc(ccc1)CCc1cc(C)c(OCO)cc1)(C(F)(F)F)C)C,2.16E-29,7.47E-05
VDRML6591,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)=O)cc1,1.96E-29,2.14E-25
VDRML1826,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(C(CC(=O)Nc1ccc(OCC)cc1)CC)(CC)C,1.77E-29,8.57E-97
VDRML7994,[Si](C(C)C)(CC(C(=O)COc1ccccc1)(C)C)(CC)c1cc(C)c(OCC2OC2)cc1,1.60E-29,1.93E-23
VDRML459,FC(F)(F)C(O)CCC=C(CCO)c1cc(ccc1)CCc1cc(C)c(OCC(O)C(F)(F)F)cc1,0.004978707,1.07E-65
VDRML7071,OC1CC(O)CC(=CC=C2C3CCC(C(CCCCOCC)C)C3(CCC2)C)C1=C,3.39E-09,4.76E-24
VDRML4406,Oc1c(-c2nc(O)c(O)cc2)c(O)ccc1-c1ccccc1C=O,1.19E-29,0.001657268
VDRML22311,FC(C(O)COCc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CCO)CO)cc1)(C)C,6.90E-13,0.00023106
VDRML11270,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(C(C)C)=CC=CC(O)(CC)CC,9.73E-30,9.36E-15
VDRML1698,FC(F)(F)c1cc(O)c(cc1OCc1cc(CO)c(cc1)C)C(CC)=CC=CC(O)C(F)(F)F,3.35E-05,5.55E-06
VDRML5929,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(C(CCC)C)=CC=CC(O)(CC)CC,7.96E-30,1.91E-19
VDRML9267,FC(F)C(C(O)COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCCCO)cc1)(CF)C,2.76E-07,9.71E-45
VDRML18828,O(C(CCO)CO)c1ccc(cc1C)C(O)c1cc(-c2ccc(cc2C)C(O)(CC)C)c(cc1)C,6.52E-30,2.08E-14
VDRML18763,FC(F)(F)C(CCCC(CC)c1cc(ccc1)CCc1cc(C)c(OCO)cc1)C(F)(F)F,5.90E-30,0.008223573
VDRML2615,Oc1cc2C3C(C3)C(CCc2cc1)C1(CCC1C(CCCCCCCC(O)(C)C)C)C,1.67E-06,7.47E-05
VDRML15483,O(C(CC)CO)c1ccc(cc1CO)C(CC)(CC)c1cc(ccc1)CCC(C(O)CO)(C)C,4.83E-30,1.04E-55
VDRML6767,FC(F)(F)C(C=CC=C(CCO)c1cc(C)c(cc1)C(O)c1cc(C)c(OCC)cc1)C(F)(F)F,4.66E-16,4.40E-33
VDRML1976,FC(F)(F)C(O)(C=CC=C(C)c1cc(ccc1)CCc1cc(CO)c(cc1)CCO)C(F)(F)F,1.24E-05,0.064557076
VDRML275,FC(C)(c1cc(CC)c(OCC(O)C(F)(C)C)cc1)c1cc(C)c(OC(CCO)CO)cc1,0.000499159,3.59E-31
VDRML10976,O(c1ccc(cc1)C(CCO)COc1ccc(cc1C)C(OC)(CC)C)c1ccc(cc1)CO,3.24E-30,5.24E-23
VDRML18258,FC(F)(F)c1c2c(CC2)c(cc1)C(CCO)(CC)c1cc(C)c(OCC(O)C(C)(C)C)cc1,4.11E-05,2.14E-25
VDRML3671,O(C)c1ccc(cc1)CC(C(CC)c1ccc(Nc2ccc(OC)nc2)cc1CO)C,2.65E-30,1.15E-55
VDRML14268,Oc1c2CCC3(C(CCC3C(CCCC(O)(C)C)C)c2ccc1C1CCC1)C,0.002472353,2.07E-12
VDRML171,O(C(CO)C)c1ccc(cc1CO)C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)cc1,1.52E-09,4.55E-07
VDRML6814,FC(O)(C(F)C)CCc1cc(ccc1)C(CC)=CC=Cc1cc(CO)c(cc1)CO,0.00407622,1.88E-13
VDRML10874,FC(O)(C(F)(F)COc1cc(ccc1)C(CC)=CC=CCc1cc(CO)c(cc1)CO)C,1.78E-30,8.58E-20
VDRML1119,FC(F)(F)C(O)(C(O)=CCC(CC)c1cc(OCc2cc(C)c(cc2)CO)ccc1)C(F)(F)F,1.61E-30,9.12E-05
VDRML6806,FC(C(O)CCCc1cc(ccc1)C(=Cc1cc(CO)c(cc1)CC(O)C)CC)(C)C,5.65E-13,9.96E-39
VDRML9999,O(C(CO)C)c1ccc(cc1C)COc1cc(-c2ccc(cc2C)C(O)(CC)CC)c(cc1)CC,1.32E-30,6.93E-15
VDRML12440,FC(F)c1cc(ccc1OCC(O)C(C)(C)C)C(CC)(CC)c1cc(C)c(OCC(O)CCO)cc1,0.000451658,5.99E-36
VDRML14510,O(c1cc(C)c(OC(CCO)CO)cc1C)c1ccc(cc1)C(O)COc1ccc(cc1C)C(O)(CC)C,1.08E-30,2.46E-39
VDRML6888,FC(F)(F)C(O)(C=CC=C(CCC)c1cc(ccc1)CCc1cc(C)c(OCO)cc1)C(F)(F)F,1.69E-11,5.80E-62
VDRML19431,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(C)c1cc(C)c(OCCO)cc1,7.84E-24,1.46E-31
VDRML21132,FC(Cc1cc(C)c(OC(CO)CO)cc1)(C(O)COc1ccc(cc1C)C(CC)=CC)C,7.98E-31,2.75E-44
VDRML15597,FC(F)(F)C(O)(CCC(CC)c1cc(OCc2cc(CO)c(OCO)cc2)ccc1)C(F)(F)F,7.23E-31,3.19E-24
VDRML7588,OC(CC)(CC)c1cc2c(-c3c(CNC2=C)c(cc(c3)CCc2ccc(cc2)C(=O)N)C)cc1,5.16E-17,4.13E-08
VDRML8862,Clc1c(C)c(OCC(=O)C(CCl)(C)C)ccc1C(CC)(C#C)c1ncc(OCC2OC2)cc1,5.92E-31,7.76E-20
VDRML22302,FC(F)(Cc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CCO)CO)cc1)C(F)(F)C,6.84E-10,3.09E-51
VDRML354,O(Cc1cc(CO)c(cc1)CO)c1cc(C(CCC)=CC=CC(O)(CC)C)c(cc1)CC,1.30E-26,1.76E-27
VDRML17714,OCc1cc(ccc1CC)CCc1cc(ccc1)C(CC)=CC=CC(O)(O)C(C)C,4.38E-31,2.33E-19
VDRML5913,O(C(CCO)CO)c1ccc(OC(CC)(CC)c2cc(C)c(OCC(O)CCO)cc2)cc1C,3.97E-31,1.33E-33
VDRML16569,FC(F)(CCC=C(CC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)CF,3.98E-29,7.66E-15
VDRML11796,FC(F)(F)C(C(O)COc1cc(ccc1)C(C)(C)c1cc(C)c(OC(CCO)CO)cc1)(CC)C(F)(F)F,3.25E-31,8.97E-102
VDRML21343,o1c(C=Nc2ccc(N(C)C)cc2)c(C)c(O)c1O,2.94E-31,1.53E-49
VDRML8579,OC1=C2C(=CC2=O)C(C=C1)=C1CCCC(C)C1CCC(CCCCOCC)C,2.66E-31,7.40E-40
VDRML1022,FC(O)(C(CCc1cc(CO)c(cc1)CO)C=CC=C(CC)c1cc(ccc1)CCC)C,2.41E-31,6.93E-92
VDRML4103,FC(F)(F)C(O)(C=CC=C(CC)c1cc(ccc1)CCc1cc(OC)c(cc1)C=O)C(F)(F)F,1.07E-26,5.06E-09
VDRML2163,Oc1cc2c(cc1)C(CC2)c1cc2CCC(C)(C)C(CCc2cc1)C(CCCO)C,1.97E-31,1.55E-93
VDRML6804,FC(C(O)CCCc1cc(ccc1)C(=Cc1cc(CO)c(cc1)CC(CO)CO)CC)(C)C,1.78E-31,1.41E-17
VDRML11018,OCc1cc(ccc1CO)CCc1cc(ccc1)C(CCC)=CC=CC(O)(C(C)C)C,1.04E-16,3.46E-17
VDRML12344,FC(CCCc1cc(ccc1)C(CC)=CC=CCCCc1cc(CO)c(cc1)CO)(C)C,1.46E-31,1.53E-87
VDRML556,OCc1cc(ccc1CO)CCc1cc(ccc1)C(CC)=CC=CCC(CC)(CC)CC,3.77E-11,2.66E-31
VDRML15613,FC(O)C(OCc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(C)(C)C)cc1)O,4.16E-11,7.50E-07
VDRML21242,O(CC(O)c1ccccc1)c1ccc(cc1C)C(Oc1ccc(OC(CCO)CO)cc1)(CC)C,1.08E-31,7.83E-62
VDRML3521,ClC(C=CC=C(NCC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)(C(F)(F)F)C(F)(F)F,9.78E-32,6.31E-17
VDRML1274,FC(O)(O)CCc1ccc(cc1CO)CCc1cc(ccc1)C(CC)=CC=CCC,8.85E-32,9.43E-18
VDRML536,O(C(CC(O)CCO)CO)c1ccc(cc1C)C(O)COc1ccc(cc1C)C(CC)(C)C,8.01E-32,3.42E-51
VDRML17338,OC=1C(CC=1O)=CC=C1CC(CCC1)C(CCCCOC(=O)C(C)=C)CC,7.24E-32,0.005502322
VDRML21264,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(CCCC)=CC=C(C(O)(CC)CC)C,6.55E-32,8.76E-67
VDRML3134,O(C(CCO)CO)c1ccc(cc1)C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)cc1,2.26E-07,1.35E-40
VDRML489,FC(F)(C(O)CCC(=C(CC)c1cc(OCc2cc(C)c(OCO)cc2)ccc1)C(F)(F)F)C,5.37E-32,1.41E-18
VDRML22100,OC1C=C(C)C(C2=CC(=O)c3c(cccc3O)C2=O)=C1C(O)=O,4.86E-32,1.72E-94
VDRML2945,FCC(O)(C(O)COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CC)CO)cc1)C,2.41E-23,5.71E-17
VDRML17741,FCC(OC)(O)C=CC=C(CCCC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1C,3.98E-32,3.90E-25
VDRML2907,FC(F)(C=CC=C(CC)c1cc(OC)ccc1)C(F)OCc1cc(CO)c(cc1)CO,3.60E-32,2.56E-94
VDRML16425,OC1=CC(=NC2C3CCC(C(CCCCC(=O)N)C)C3(CC2)C)CNC1=O,0.018268352,6.88E-30
VDRML5892,O(C(C)c1cc(C)c(OCc2cc(CO)c(O)cc2)cc1)c1ccc(cc1C)C(O)(CC)CC,2.95E-32,2.06E-48
VDRML16603,FC(C(O)COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CCO)C)cc1)(C)C,5.98E-09,1.90E-18
VDRML6598,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1n(C)c(cc1)C(NC(O)=O)C,2.41E-32,7.87E-64
VDRML17576,FC(C(O)(COc1cc(OCc2cc(CO)c(cc2)CO)ccc1)C)(CC(CC=C)C)C,2.18E-32,2.70E-37
VDRML14396,O(OO)CCc1cc(-c2ccc(cc2CCC)C(O)(CC)CC)c(cc1)CC,1.97E-32,2.93E-69
VDRML4393,O(C)c1cc(-c2ccccc2CCC(O)(CC)C)c(CC)c(-c2nc(O)c(cc2)C)c1O,1.79E-32,9.24E-281
VDRML2802,O(C(CCO)CO)c1ccc(cc1C)C(C)(C)c1cc(C)c(OCC(O)CO)cc1,6.88E-12,1.85E-06
VDRML320,FC(C(O)(C(=CC=C(CCC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C)CC)C,1.76E-32,3.81E-16
VDRML9501,O(C(C)C)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(O)(CC)C)cc1,1.46E-32,2.64E-28
VDRML6665,O1CC1COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCCCC(O)(C)C)cc1,1.28E-32,3.65E-38
VDRML23282,OC=1c2c(ccc(NC(=O)C(C)(C)C)c2)C(=O)C=1C(=N)C,1.08E-32,2.05E-46
VDRML22321,FC(F)(F)C(O)(C(O)COC=C(CC)c1cc(OC(C)c2cc(C)c(OC)cc2)ccc1)C(F)(F)F,9.80E-33,8.29E-123
VDRML7418,FC(OCc1cc(CO)c(cc1)COc1cc(ccc1)C(CC)=CC=C)(OO)O,8.87E-33,1.58E-24
VDRML13062,FC(F)(F)C(O)(C=CC=Cc1cc(ccc1)C(Cc1cc(C)c(OCO)cc1)CC)C(F)(F)F,5.32E-14,6.82E-07
VDRML906,O1CC1COc1ccc(cc1CC)C(O)(C)c1cc(C)c(OCC(=O)C(C)(C)C)cc1,9.99E-33,3.04E-44
VDRML5848,O(C(CO)C)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(CC)(C)C)cc1,1.87E-10,9.48E-20
VDRML2589,Oc1cc2-c3c(cc(cc3)C(O)(CCc3cc(CO)c(cc3)CO)C)C(CCc2cc1)C(CCC)C,5.95E-33,3.37E-46
VDRML7616,OCc1cc(ccc1CO)C=Cc1cc(-c2ccc(cc2CCC)C(CC)CC)c(cc1)C,5.38E-33,5.64E-51
VDRML173,O(C(C)C)c1ccc(cc1CO)CCC(CC)c1ccc(OCC(O)C(C)(C)C)cc1,4.43E-31,3.16E-21
VDRML10815,OC=1c2c(ccc(NCCCCCCCCCO)c2)C(=O)C=1NC(=O)C(C)(C)C,3.43E-14,8.42E-13
VDRML1516,O1CN(C1)CCOc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(C)(C)C)cc1,1.01E-06,0.022313016
VDRML22341,FC(F)(C(O)COc1ccc(cc1C)C(C)(C)c1cc(C)c(OC(CCO)CO)cc1)CF,1.51E-05,1.37E-08
VDRML22337,FC(F)(C(O)COc1ccc(cc1C)C(C)(C)c1cc(C)c(OC(CCO)CO)cc1)C(F)F,3.41E-11,4.24E-18
VDRML22978,FC(C(O)COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CC)CO)cc1)(CF)C,2.95E-33,2.10E-55
VDRML187,FC(O)(CCOc1cc(ccc1)C(CC)=CCC)COCc1cc(CO)c(cc1)CO,2.67E-33,1.35E-117
VDRML869,O1CC1COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(cc1)CCC(=O)C(C)(C)C,3.49E-20,6.18E-09
VDRML52,FC(O)(C(C)(C)C)COc1ccc(cc1C)C(CCc1cc(C)c(OC(CCO)CO)cc1)CC,2.30E-13,1.96E-29
VDRML10714,O(Cc1cc(CO)c(cc1)CO)c1ccc(CC)c(-c2ccc(cc2CCO)C(O)(CC)CC)c1C,3.51E-23,6.49E-67
VDRML95,FC(F)(F)C(O)(C=CC=C(CC)c1cc(ccc1)Cc1cc(CO)c(OCO)cc1)C(F)(F)F,7.80E-22,0.003020353
VDRML18370,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(CC)=CC=CC(O)(C(O)C)CCCC,1.62E-33,4.84E-108
VDRML19239,O(CC(O)(C(CCCOc1cc(ccc1)C)(CC)CC)C(C)C)c1ccc(cc1CO)CO,1.47E-33,1.09E-149
VDRML777,FC(F)(F)C(O)(C(=CC=C(CC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C)C(F)(F)F,0.020189666,3.73E-45
VDRML22332,FC(F)C(O)(C(O)COc1ccc(cc1C)C(C)(C)c1ccc(OC(CCO)CC)cc1)C(F)F,1.38E-10,1.45E-30
VDRML1381,FC(F)(F)C(C(O)COc1cc(ccc1)C(CC)(CC)c1cc(C)c(OCO)cc1)(CF)C,1.09E-33,8.34E-125
VDRML11492,Oc1cc(C2(CCC2C(CCCC(O)(C)C)C)C2C3C(CC2)c2c(cc(O)cc2)CC3)c(cc1)C,9.83E-34,4.28E-22
VDRML12423,FC(F)(F)c1ccc(cc1CCc1cc(C)c(OCO)cc1)C(CC)=CCCC(O)C(F)(F)F,8.89E-34,4.13E-08
VDRML16354,OC1CC(CCC(O)C1)=CC=C1C2CCC(C(CCOC(=O)C(C)=C)C)C2(CCC1)C,1.04E-09,9.21E-06
VDRML9894,O(C(O)C)c1ccc(cc1CO)C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)cc1,2.56E-16,2.88E-23
VDRML2164,Oc1cc2c(cc1)C(CC2)C1C=C2C(=C1)CCC(C(CCCO)C)C(CC2)(C)C,1.06E-23,1.46E-32
VDRML23028,FC(C(O)(C=CC=C(CCCC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C)CC,6.81E-08,1.84E-05
VDRML2888,O(C(CO)CO)c1ccc(cc1C)CC(C(O)COc1ccc(cc1)C(CCC)CC)(C)C,5.39E-34,0.024659696
