id,smiles,ds_CHEMPLP_1DB1,ds_CHEMPLP_3KPZ,ds_london_1DB1,ds_london_3KPZ,ds_ASE_1DB1,ds_ASE_3KPZ,ds_AHB_1DB1,ds_AHB_3KPZ,ds_AdG_1DB1,ds_AdG_3KPZ
C21230008,Fc1ccc(cc1)[C@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2cc4c5c(n(c4cc2)CC)cccc5)cccc3)C1,-89.3088,-17.0711,-12.219446,-12.038551,-29.945087,-29.131754,-77.533569,-87.476135,-0.77483606,-0.078211971
C08919701,s1c2C[C@@H](CCc2c2c1N[C@H](N=C2O)c1ccc(OC(=O)c2c3c(ccc2)cccc3)cc1)C(CC)(C)C,-87.6174,-17.8559,-12.217529,-12.301033,-30.652714,-31.387161,-54.033714,-77.161949,4.699275,4.0173645
C15945449,Brc1ccc(cc1)-c1oc(cc1)[C@H]1N=C(O)c2c3CC[C@H](Cc3sc2N1)CC,-101.937,-19.2762,-12.208656,-12.198469,-29.732805,-27.970373,-93.230362,-104.00436,-8.2692556,-8.363493
C38655652,Clc1cc(ccc1Cl)[C@@H]1c2c(OC(N)=C1C#N)cc(OC(=O)c1ccc(cc1)C)cc2,-95.162,-16.9316,-12.20808,-12.159057,-25.995661,-24.692411,-107.66207,-115.1926,-10.597985,-8.7448282
C59474967,Ic1cc(cc(OCC)c1OCCC)/C=C(/C(/[O-])=N/c1ccccc1C)\C#N,-82.2259,-12.5743,-12.208063,-11.796534,-26.250496,-25.951214,-88.864677,-105.09151,-3.0124748,-5.3576293
C64045452,FC(F)(F)c1ccccc1CCNC(=O)C[C@@H]1N(CCNC1=O)C\C=C\c1ccccc1,-110.076,-16.2741,-12.207473,-12.373725,-29.384558,-31.063139,-103.88388,-111.40496,-5.5337148,-7.8788395
C58847186,Clc1ccccc1NS(=O)(=O)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1ccc(cc1)C,-102.512,-17.8902,-12.207008,-12.208812,-29.293295,-30.201727,-97.781479,-111.25313,-8.9719591,-7.5044594
C33311403,Brc1cc(O)c(OC)cc1\C=C/1\N(CC(OC)=O)C(=S)N(C)C\1=O,-80.177,-9.47827,-12.204229,-11.914926,-20.943373,-19.601215,-93.320419,-102.57424,-4.7143378,-5.3620529
C16474834,Brc1cc(cc(OC)c1OCC(C)C)[C@@H]1NC(=O)NC(C)=C1C(=O)NCc1ccccc1,-83.6464,-13.4499,-12.197442,-12.852393,-31.690649,-30.162991,-101.77972,-110.97002,-3.9376101,-4.6533036
C59115342,Clc1c(NC(=S)N2CCN(C[C@@H]2C)C(=S)Nc2cccc(Cl)c2Cl)cccc1Cl,-94.2603,-19.7286,-12.195067,-12.409,-28.39485,-27.729069,-102.71918,-103.45855,-8.0449572,-7.7976627
C97947984,Clc1ccc(cc1)C(=O)N1c2c(NC3=C([C@@H]1c1ccc([NH+](C)C)cc1)C(=O)C[C@@H](C3)c1ccccc1)cccc2,-49.0494,-5.75174,-12.194858,-10.115775,-29.689091,-29.990524,-71.321388,-79.003143,-1.325631,5.3759241
C62016802,Clc1cc(ccc1)[C@H](N(S(=O)(=O)CC#N)C)C,-82.3825,-19.2325,-12.194672,-12.179078,-19.147821,-18.742582,-82.848579,-88.947945,-5.520586,-5.2571111
C58983270,s1cccc1\C=N/[n+]1c(csc1NCC)-c1cc2NC(=O)COc2cc1,-96.0406,-15.0911,-12.194267,-12.343819,-23.750988,-21.738424,-100.42825,-107.59098,-6.360044,-6.0206895
C20530448,Clc1c2c(sc1C(=O)Nc1scc(-c3ccccc3)c1C(=O)NCc1occc1)cccc2F,-89.0043,-16.5073,-12.19416,-11.615448,-25.588758,-25.114517,-95.8685,-90.298409,-4.1767783,-3.1067858
C21237391,Clc1ccccc1[C@@H]1Nc2c(NC3=C1C(=O)C[C@@H](C3)c1ccc(OC(C)C)cc1)cccc2,-99.1928,-18.6561,-12.193557,-11.977378,-30.477327,-27.761946,-83.430862,-89.984787,-2.1385541,-3.4338892
C78400660,Brc1cc(cc(C)c1OCC(=O)Nc1c(c2sc([nH+]c2cc1C)N\N=C(\CC)/C)C)C,-97.9755,-13.8188,-12.19251,-12.334021,-32.008686,-30.14673,-100.68172,-115.38625,-2.5609548,-1.7730459
C21076980,Clc1cc(Cl)ccc1\C=N\Nc1[nH]nc(SCC(=O)NC(c2ccccc2)c2ccccc2)n1,-108.869,-14.5562,-12.191292,-11.748418,-26.97332,-26.938967,-92.411201,-91.122604,-4.5822749,-0.53848702
C14116671,s1c2c(CC[C@H](C2)C)c(C(=O)N)c1NC(=O)CSc1nnc(n1CC=C)CC1CCCCC1,-107.603,-14.4156,-12.189325,-11.907276,-31.134291,-30.142836,-86.354385,-96.5485,-5.4307852,-4.1980696
C96147125,Fc1cc(ccc1)CNC(=O)c1[nH+]c2c(n1C(C)C)CCN(C2)C(=O)c1cccnc1,-97.3283,-11.2442,-12.189139,-12.836108,-31.334547,-29.50279,-111.04236,-119.51761,-7.9562588,-7.4733891
C08442559,Brc1ccc(cc1)C(=O)c1sc2nc(C)c(CC(=O)c3ccccc3)c(c2c1N)C,-97.9704,-14.4981,-12.186773,-11.798433,-27.84569,-27.618462,-97.819672,-119.98421,-8.2952423,-8.2640667
C86057141,S(Cc1cc(ccc1)C)c1nc([O-])c2c(n1)NC(=O)C[C@H]2c1ccccc1OCCCC,-98.2003,-16.7172,-12.18556,-11.947604,-29.497965,-28.542265,-106.43676,-115.36242,-6.9901867,-3.4907436
C12402144,Clc1ccccc1NC(=S)N[C@H]1CC(C[C@@](C1)(CNC(=S)Nc1ccccc1Cl)C)(C)C,-104.355,-17.5466,-12.174359,-12.454958,-32.730659,-31.596863,-83.792862,-107.76952,-3.3844616,-5.601573
C21260105,O(Cc1ccccc1)c1cc(ccc1OC)[C@@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1ccccc1)cccc2,-87.0083,-17.9572,-12.173271,-11.369207,-30.567266,-29.913544,-77.352814,-92.799141,-1.7146792,1.2209196
C00865803,Brc1c2n(nc1C(=O)Nc1c3c(ccc1)cccc3)[C@H](C[C@H](N2)c1sccc1)C(F)(F)F,-82.9643,-19.3383,-12.172938,-12.8657,-24.960167,-23.88129,-94.134193,-97.777397,-5.3413501,-7.2837996
C20881949,O(C(C)C)c1ccc(cc1)[C@@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2cc4c(cc2)cccc4)cccc3)C1,-97.6472,-18.6281,-12.172058,-12.448321,-32.94828,-31.055618,-98.90963,-114.44464,-2.9718947,-3.6431582
C23557806,FC(F)(F)c1cc(ccc1)\C=C\C(O[C@@H](C(=O)NCC(=O)Nc1c(cccc1C)C)C)=O,-106.437,-14.6088,-12.170797,-12.090289,-29.359291,-27.568319,-105.68105,-105.73602,-5.599638,-6.316421
C97961733,Ic1cc(cc(OC)c1OCc1ccccc1)\C=C/1\C(=O)N(C2CCCCC2)C(=O)N=C\1[O-],-90.7317,-13.444,-12.169508,-12.286651,-27.783701,-27.230116,-93.063133,-108.69004,-3.1578388,-3.8224535
C22830602,S([C@H](C(=O)Nc1c2c(ccc1)cccc2)c1ccccc1)c1ccc(NC(=O)c2ccccc2F)cc1,-115.079,-16.4701,-12.167863,-12.395323,-29.598124,-28.757069,-94.361343,-105.55209,-5.9644251,-2.4153826
C39834568,Clc1cc(Cl)ccc1[C@H]1N(Cc2cccnc2)C(=O)C([O-])=C1C(=O)c1ccc(OCC=C)cc1,-99.7748,-15.4565,-12.167735,-11.887827,-29.680283,-27.474207,-103.19184,-108.58282,-2.1230702,-2.2083869
C22717797,s1c2c(CC[C@H](C2)c2ccccc2)c(C(OC)=O)c1NC(=O)[C@@H](Sc1ccc(N)cc1)CC,-104.475,-16.6927,-12.167561,-12.053752,-29.455292,-28.723715,-79.548065,-98.882957,-3.3174903,-7.5688295
C23467138,o1cccc1CN1CCN(CC1)Cc1ccc(cc1)C#N,-106.123,-18.6051,-12.160189,-12.723786,-25.549957,-24.433132,-98.950111,-115.55891,-6.9819708,-7.2564278
C14477060,Clc1c(cccc1Cl)[C@@H]1Nc2c([C@@H]3[C@@H]1CC=C3)cc(S(=O)(=O)NCCC)cc2,-108.094,-19.2773,-12.159888,-12.356209,-28.010643,-28.530165,-90.382736,-117.13579,-7.350852,-9.2781267
C05131000,Brc1ccc(cc1)\C=N\NC(=O)[C@@H](Nc1c2c(ccc1)cccc2)C,-90.7217,-17.1342,-12.159561,-11.301072,-24.885517,-23.706799,-91.160393,-102.41313,-6.5357542,-6.567399
C14568930,Clc1cc(Cl)ccc1OCCCC(=O)NC(=S)Nc1cc(NC(=O)c2occc2)ccc1,-119.601,-18.8863,-12.158108,-14.806863,-28.600954,-28.218973,-98.438316,-109.95535,-3.5486221,-4.3806672
C20348671,S(CC(=O)Nc1ccccc1C)C=1NC(C)=C(C(=O)Nc2ccccc2)[C@@H](C=1C#N)c1ccccc1F,-100.591,-15.7164,-12.156514,-11.145445,-30.071173,-28.855059,-87.520897,-106.49939,-0.95601112,-3.8861277
C59310297,S(CC(=O)Nc1ccc(F)cc1)c1nc([nH]n1)N\N=C\c1c2c3c4c(cc2)cccc4ccc3cc1,-108.566,-16.881,-12.151046,-11.227342,-26.212276,-27.473892,-104.20028,-114.12576,-2.2744038,4.036447
C97006672,Clc1ccccc1CNC(=O)CCN(CCC)CC(=O)Nc1ccc(F)c(F)c1F,-109.903,-15.7321,-12.150977,-11.552021,-30.593437,-30.251892,-100.08559,-105.46793,-7.2279034,-6.4223399
C21237432,O(CC(C)C)c1ccc(cc1)[C@@H]1CC(=O)C2=C(Nc3c(N[C@H]2c2ccccc2)cccc3)C1,-99.9083,-18.6363,-12.149555,-12.139608,-32.446873,-32.119709,-86.909302,-102.24704,-4.4247661,-4.4660578
C21084976,Clc1ccc(cc1)COc1ccccc1\C=N\Nc1nnc(SCCC(=O)Nc2ncccc2)[n-]1,-117.146,-16.3768,-12.148855,-11.792595,-25.97217,-25.092569,-105.44927,-109.94109,-0.87301129,2.6354136
C36301770,Clc1cc(-n2nc(C)c(C[NH+](C[C@H](O)COCc3ccccc3)C3CC3)c2Oc2ccccc2)ccc1,-113.034,-15.2868,-12.147116,-12.189265,-31.386749,-32.161968,-82.439774,-104.74381,-1.5289965,-4.6466832
C11445698,ClC1(Cl)C[C@@H]1COC(=O)c1cc(OC)c2OCCOc2c1,-85.3631,-18.8757,-12.142258,-13.521699,-23.187391,-23.648123,-97.824921,-98.493446,-6.1794662,-6.8331819
C09152113,Clc1cccc(NC(=O)CSc2nc(N)c(S(=O)(=O)c3ccc(cc3)C(C)C)cn2)c1C,-99.2998,-16.3086,-12.141735,-13.139654,-30.525431,-28.720797,-87.832024,-101.67051,-3.6995933,-5.8984728
C00828283,O1[C@H](/C(=C\C=C\[C@@H]2C=C[C@@H]3[C@@H](CCC3)[C@H]2C(=O)c2[nH]ccc2)/CC)[C@H](CC[C@@H]1[C@H](C(=O)[O-])C)C,-104.802,-16.1548,-12.13765,-11.495277,-31.56284,-30.767405,-89.310158,-94.109848,-4.9098134,-2.3998003
C14703627,s1c(nnc1SCC(=O)Nc1c(cccc1C(C)C)C(C)C)NCCc1sccc1,-102.21,-9.77375,-12.136051,-12.501098,-29.296209,-27.750679,-79.142708,-90.76976,-5.1772027,-4.3462811
C22852185,Clc1cc(N2CCN(CC2)[C@@H](C=2Sc3n(nc(n3)-c3occc3)C=2[O-])c2cc(F)ccc2)ccc1,-104.102,-18.6453,-12.135631,-13.492822,-31.450022,-28.600689,-83.322021,-111.53795,-3.4169912,-5.5272126
C40688745,Clc1cc(Nc2ncnc(Sc3ccccc3)c2N)c(cc1[C@@H](C#N)c1ccc(Cl)cc1)C,-100.007,-14.7908,-12.132579,-11.859238,-29.769489,-29.37137,-79.203918,-95.052055,-1.8058853,-3.1838913
C20993715,OCC[C@@H]1N(CCN(C1)Cc1cn(nc1)-c1ccccc1)Cc1[nH+]c(ccc1)C,-118.481,-18.5343,-12.130959,-12.278834,-33.697117,-32.68885,-113.36161,-127.72626,-7.2274985,-6.9670811
C35085826,S(=O)([O-])(=N\N=C/c1ccc(N(Cc2ccccc2)CC)cc1)c1cc(ccc1C)C,-97.8743,-9.02446,-12.130462,-12.215842,-28.255962,-27.715763,-89.348564,-97.218201,-3.5375755,-8.312377
C98218777,Brc1ccc(cc1)[C@@H]1N(C(=O)C([O-])=C1C(=O)c1cc(F)c(cc1)C)c1sc(C(OCC=C)=O)c(n1)C,-85.6363,-16.6685,-12.129309,-12.848301,-28.840561,-27.189573,-75.505066,-94.250992,-1.9288418,-2.4004114
C00666657,O=C1C2=C(NC(C)=C(C#N)[C@@H]2c2ccc([NH+](CC)CC)cc2)C[C@@H](C1)c1ccccc1,-85.1876,-10.0681,-12.127121,-12.224567,-29.889153,-30.605055,-98.885521,-114.96058,-7.1972151,-6.9532542
C18264801,s1c(nnc1SCC(=O)N[C@@H](c1ccc(F)cc1)c1sccc1)NCc1ccccc1,-111.31,-11.3228,-12.12706,-12.824136,-26.113817,-24.55759,-109.21671,-122.35413,-5.9292912,-8.0742912
C40530010,O1c2cc(OC(=O)c3ccc(OC(C)C)cc3)ccc2[C@H](C(C#N)=C1N)c1cc(OCCCCC)ccc1,-117.776,-16.9338,-12.126316,-12.15091,-32.71941,-30.383265,-73.273262,-86.356888,3.4708767,5.5465889
C23710613,Clc1ccc(S(=O)([O-])=Nc2cc(ccc2)C)cc1C(=O)NC[C@H](N(C)C)c1sccc1,-100.393,-13.1834,-12.12509,-12.104102,-27.883997,-27.660786,-95.395744,-114.46989,-4.493751,-4.942719
C41001598,Clc1ccccc1COc1ccccc1[C@@H]1n2nc(SCCCC)nc2NC(C)=C1C(OCC=C)=O,-102.067,-16.5859,-12.122858,-11.001217,-30.352917,-28.641624,-76.111481,-75.573158,-1.9745153,2.5723569
C08818268,s1cccc1-c1nc2sc(C(=O)Nc3ccccc3SCc3ccc(F)cc3)c(N)c2cc1,-114.236,-17.4075,-12.122725,-11.749781,-26.905046,-26.768911,-100.86394,-95.704391,-5.0749059,-5.5854759
C27794278,Clc1ccccc1[C@@H](CNC(=O)c1oc2c(cccc2)c1C)c1c2c([nH]c1)cccc2,-104.963,-17.5005,-12.122119,-12.075017,-28.888025,-27.177973,-87.123146,-110.01417,-5.3624659,-7.6170568
C03299159,Clc1ccc(S(=O)(=O)N[C@H](Cc2c3c([nH]c2)cccc3)C(=O)NCc2ccccc2F)cc1,-105.996,-16.6685,-12.120182,-11.793375,-25.426235,-23.877827,-83.694366,-98.444534,-5.9908638,-5.7694788
C18192895,Brc1cc(cc(\C=N\c2ccc(cc2O)[C@H](CC)C)c1O)Cc1ccccc1,-99.4618,-17.9208,-12.119655,-12.592264,-27.866987,-27.498552,-101.51103,-108.03665,-8.134469,-7.8814692
C58891760,Fc1ccccc1COc1ccc(cc1CC=C)\C=N/NC(=O)CC[C@H](O)c1ccccc1,-118.425,-12.3805,-12.118043,-12.411188,-29.619715,-30.900583,-83.380249,-108.54676,-5.0638041,-5.6618915
C96453704,S=C(NCC=C)N\N=C/c1cc(OC)c(OCCCOc2cc(C)c(cc2)C)cc1,-102.925,-13.6152,-12.117307,-12.831795,-32.634949,-30.366684,-99.553696,-122.22496,-5.5493436,-5.57095
C01451435,Brc1ccc(cc1)[C@H]1N(C(=O)C([O-])=C1C(=O)c1oc(cc1)C)c1sc2cc(ccc2n1)CC,-82.0741,-16.901,-12.115377,-11.720743,-25.916885,-25.408829,-83.445465,-95.623001,-3.8521633,-4.4703002
C63245265,S(=O)(=O)(N(C)C)c1ccc(cc1)C(=O)NC[C@@H](C=1C[NH+]=C2C=1C=CC=C2)c1ccc([NH+](C)C)cc1,-97.2067,-8.59147,-12.115325,-12.830008,-28.634109,-28.210365,-102.46755,-104.8923,-0.27706945,-2.7784169
C02061088,Brc1ccc(cc1)[C@H]1Oc2c(cc(Cl)cc2)C=2Nc3n(ncn3)[C@H](C1=2)c1ccc(Cl)cc1Cl,-71.184,-18.6052,-12.112921,-12.208054,-23.01152,-23.138384,-77.897331,-88.110268,-4.7494407,-6.4594278
C12112529,Clc1cc(NC(=O)CSc2[nH]c([nH+]c2S(=O)(=O)c2ccccc2)-c2ccc(cc2)C)c(cc1)C,-105.839,-17.1785,-12.112668,-11.812174,-28.408136,-26.783138,-93.484489,-105.46918,-3.5554309,-2.6498134
C40735547,Clc1cc(F)ccc1COc1ccc2c(cccc2)c1C[NH2+][C@@H](Cc1c2c([nH]c1)cccc2)C(=O)[O-],-108.527,-15.6893,-12.107821,-11.742595,-28.726122,-26.135,-89.220375,-92.354454,-1.7961388,0.86849004
C21080840,S(CCC(=O)Nc1ncccc1)c1nnc(N\N=C\c2ccccc2OCc2ccccc2)[n-]1,-111.219,-16.3793,-12.103553,-11.011644,-26.987391,-26.581451,-82.111145,-82.217896,-1.2984943,5.7880311
C13991143,S=C(Nc1ccccc1C(=O)NCCc1ccccc1)NC(=O)\C=C\c1ccc(cc1)C,-111.521,-18.0724,-12.102929,-12.091244,-30.729137,-30.767153,-92.0429,-103.2781,-6.1632228,-3.1960859
C23446286,Fc1c(F)c(F)ccc1C(=O)NCc1ccc(cc1)-c1[nH]c(cn1)-c1ccc(F)cc1,-112.597,-18.1384,-12.102832,-11.976864,-27.964689,-27.734196,-91.167374,-105.1621,-7.5270224,-9.0208597
C63221857,S(=O)(=O)(NC[C@@H](C=1C[NH+]=C2C=1C=CC=C2)c1ccc([NH+](C)C)cc1)c1cc2OCCCOc2cc1,-103.677,-9.66386,-12.102422,-12.798504,-30.383596,-30.247383,-110.8014,-128.90482,-1.3158592,-2.5060513
C04009751,s1ccc(C)c1\C=C\c1nc([O-])nc(c1)C(F)(F)F,-79.9079,-19.314,-12.100953,-11.639283,-20.466444,-20.097746,-90.38382,-90.473846,-7.5760818,-7.312953
C67898949,Fc1cc(cc(F)c1)CNC(=O)[C@@H](C)[C@H]1CC[C@@]2([C@H]([C@H](C)[C@@H](NC(=O)COc3ccccc3)CC2)[C@H]1O)C,-111.52,-14.8843,-12.098207,-11.578172,-31.164801,-30.266842,-74.305168,-77.319778,-2.1038046,2.6750526
C71762164,O=C(NCc1cccnc1)[C@H]1CCCN(C1)C1CCN(CC1)c1nnc(cc1)C,-117.995,-17.5735,-12.097457,-12.155063,-34.503155,-32.206974,-116.63181,-120.52997,-7.2280564,-7.3331733
C18172518,Clc1cc(Cl)ccc1Cn1nc(c(c1)-c1c2CCCCc2nc(N)c1C#N)-c1ccccc1,-79.9287,-14.4694,-12.095495,-12.537691,-23.323658,-23.538465,-88.311722,-90.653961,-2.4508569,-2.5268419
C20698693,S(=O)(=O)(Nc1cc(cc(c1)C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1c2c(ccc1)cccc2,-109.622,-18.0359,-12.093009,-11.799235,-31.093601,-30.001831,-99.159447,-99.365623,-4.9184074,-4.8100181
C23778774,s1c2CCCCc2c2c1nc(nc2[O-])/C(=C/c1cc(OCC)c(OCCCC)cc1)/C#N,-92.5967,-15.1587,-12.091069,-12.43799,-26.917608,-25.951782,-68.369736,-99.568443,-0.16317143,-0.058194362
C38688356,Clc1c2c(sc1C(Oc1cc3OC(N)=C(C#N)[C@H](c3cc1)c1sccc1)=O)cccc2,-86.5226,-16.9031,-12.088334,-10.913433,-23.283567,-23.29122,-68.579376,-79.625008,-1.8769866,-3.0337958
C12475369,O(C)c1ccccc1N([C@@H](C(=O)NC1CCCCC1)c1ccc(O)cc1)C(=O)Cc1c2c([nH]c1)cccc2,-80.9992,-8.98349,-12.084089,-9.7036867,-27.111111,-28.734077,-76.118309,-81.746971,-1.2497674,3.4912293
C20885196,Clc1ccc(cc1)[C@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2ccc(OC(C)C)cc2)cccc3)C1,-83.3726,-18.6068,-12.083885,-12.683355,-29.787552,-29.34626,-102.61641,-118.26384,-5.1821046,-6.5009418
C21242583,Clc1ccccc1[C@@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2ccccc2OCc2ccccc2)cccc3)C1,-96.2651,-18,-12.082871,-11.81212,-29.543278,-28.930693,-84.157257,-93.680908,-0.56756544,-3.4894447
C32535906,S(=O)(=O)([C@H]1CS(=O)(=O)C[C@@H]1[NH2+]Cc1ccncc1)c1ccc(cc1)CC,-97.8481,-18.6166,-12.079228,-12.009791,-28.715012,-28.468155,-107.27541,-112.79008,-6.1931715,-6.5931945
C03036359,Clc1ccccc1NC(=S)N(Cc1ccccc1C)CC1CCC(CC1)C(=O)[O-],-95.6913,-13.7637,-12.079076,-11.810872,-26.64904,-25.131117,-80.33506,-94.992531,-3.3665516,-3.5404987
C14548340,Oc1ccc2c(cccc2)c1[C@@H]1Nc2c([C@H]3[C@@H]1CC=C3)cc(cc2)C(=O)N(CC)c1ccccc1,-86.526,-13.074,-12.077192,-11.721331,-30.45311,-29.537088,-96.770157,-107.54838,-5.4507313,-4.5891395
C21237420,O(CC(C)C)c1ccc(cc1)[C@@H]1CC(=O)C2=C(Nc3c(N[C@@H]2c2ccccc2)cccc3)C1,-95.5287,-18.6461,-12.075841,-11.706761,-29.924116,-30.343794,-84.468994,-90.631645,-2.0260489,-2.3291199
C09076589,S1[C@H](Cc2c3c(sc2[C@@H]1c1ccccc1)nc(SCCc1ccccc1)nc3N)c1ccccc1,-91.0867,-16.2343,-12.074639,-12.857856,-27.67676,-27.334766,-90.530952,-90.174477,-2.400651,-1.4409144
C20522672,Clc1c2c(sc1C(=O)Nc1sc3c(CCC3)c1C(=O)NCc1ccccc1)cccc2F,-92.3718,-18.1939,-12.073657,-12.240696,-28.730837,-26.197983,-92.427902,-99.54248,-7.7273388,-8.0093889
C39859452,Clc1cc(Cl)ccc1C(=O)N[C@@H](NC(=S)Nc1ccccc1CC)C(Cl)(Cl)Cl,-92.1844,-16.9222,-12.071427,-11.556542,-24.844915,-23.092316,-84.218536,-101.62614,-4.840138,-4.9673214
C13432967,Oc1c(C=O)c(cc(O)c1C\C=C(\[C@H](OC(=O)CC(C)C)C[C@@]1(C)[C@@H](C)C(=O)CC[C@H]1C)/C)C,-95.8999,-17.0964,-12.069856,-11.989219,-30.570156,-29.519329,-85.440102,-86.685127,-1.7401612,2.1257207
C39914282,Clc1cc(-c2n[nH]c3c2[C@H](N(CCC)C3=O)c2cc(OCC)c(OCCCCC)cc2)c([O-])cc1C,-75.5808,-18.0756,-12.069583,-11.595073,-30.144924,-28.576559,-66.365112,-71.176735,-1.4247097,4.6015177
C02855573,Brc1cc(Cl)c(NC(=S)Nc2ccc(NS(=O)(=O)c3ccc(cc3)C)cc2)cc1,-100.956,-17.0492,-12.069092,-12.249572,-26.023294,-26.035603,-92.481148,-103.76395,-5.6740375,-5.4831686
C54619663,Oc1c2nc(ccc2ccc1[C@H](Nc1ccc(cc1)C(OCCCCCC)=O)c1ncccc1)C,-118.362,-16.3578,-12.068926,-14.019285,-33.25573,-31.170805,-105.79044,-119.28429,-5.2589707,-7.3021569
C36601568,o1c(ccc1C)CN([C@@H](C(=O)NC(CC(C)(C)C)(C)C)c1cc(O)ccc1)C(=O)C(C)=C,-84.7067,-8.51109,-12.068597,-11.211764,-27.225935,-27.186754,-76.6688,-91.70018,-1.3811799,-0.81323922
C02080857,Clc1ccc(OC(Oc2ccc(Cl)cc2)C(=O)N\N=C\c2cn(nc2-c2ccccc2)-c2ccccc2)cc1,-95.1174,-18.9564,-12.068332,-11.988285,-29.674749,-27.330147,-70.20961,-112.27943,-0.93632936,-0.29010758
C02284283,S1[C@H](Cc2c3c(sc2[C@H]1c1ccccc1)nc(SCC(=O)Nc1ccccc1)nc3N)c1ccccc1,-109.043,-15.7414,-12.062504,-11.47234,-27.608829,-27.162916,-81.871094,-87.630035,-1.5986004,5.4586954
C01950225,Brc1cc(NCC(=O)N\N=C\c2cccc(CC=C)c2O)cc(Br)c1C,-91.8635,-15.8033,-12.060683,-11.617693,-25.680315,-24.111256,-91.595108,-94.785652,-4.3412719,-4.1115394
C63589200,O=C(\N=C(/Nc1ccc(cc1)C)\NCCC=1C[NH+]=C2C=1C=CC=C2)c1ccc(-n2c(ccc2C)C)cc1,-94.0952,-10.17,-12.060263,-12.138626,-30.724541,-31.926479,-80.440819,-91.507195,-0.46469054,-4.2262836
C13937382,Clc1cc(NS(=O)(=O)c2ccc(NC(=S)Nc3ccc(F)cc3F)cc2)cc(Cl)c1,-91.1497,-18.1899,-12.057069,-12.508631,-26.222374,-25.446415,-95.506241,-123.25768,-7.2337775,-6.3010426
C12492808,O=C(NCCCCCCNC(=O)Cc1c2c(ccc1)cccc2)Cc1c2c(ccc1)cccc2,-123.575,-13.5942,-12.056342,-10.72272,-30.053261,-28.916843,-83.9468,-82.89209,-0.3995679,-0.29307643
C12813495,Brc1ccccc1NC(=O)C[NH2+]Cc1cn(nc1-c1sccc1)-c1ccccc1,-102.3,-18.0179,-12.051408,-11.988907,-29.071882,-27.32892,-92.623032,-106.06786,-7.3980417,-7.25808
C22758345,S=C(N(Cc1cc(OC)c(OCC(=O)N)cc1)C1CCCCC1)NC(=O)c1ccc(cc1)C(C)C,-101.537,-14.8914,-12.048807,-10.951695,-29.764732,-29.91361,-84.253685,-109.28024,-1.4350528,-0.014567304
C59331502,Clc1cc(Cl)ccc1-c1oc(cc1)\C=C\C(=O)NC(=S)Nc1ccc(cc1)C(OCCCC)=O,-108.991,-18.8731,-12.040821,-10.903942,-27.87686,-27.120016,-66.349388,-95.343277,-1.2019192,2.2162642
C21233559,Clc1c(cccc1Cl)[C@@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1cc(OC)c(OCC)cc1)cccc2,-83.5601,-18.6628,-12.039963,-12.40367,-29.61525,-27.903341,-74.866745,-92.389236,-1.6509286,-1.7254294
C09969089,Clc1cc(F)ccc1Cn1c2c(cccc2)c(C[NH2+][C@H](CCc2ccccc2)C)c1C(=O)[O-],-110.273,-16.2234,-12.038007,-12.9993,-30.096653,-29.597397,-84.531631,-108.67768,-6.7235556,-8.6690855
C97385375,Clc1ccccc1C(=O)N\C(=C/c1sccc1)\C(=O)N\N=C/c1ccc([NH+](CC)CC)cc1,-57.8101,-0.975214,-12.034673,-10.65032,-28.267889,-26.43465,-76.004143,-75.873337,-0.8639456,0.94432312
C71149279,O([C@@H]1C[C@@H](CCC1)C)c1c(cc(cc1C)C(=O)[O-])C,-83.9704,-16.5386,-12.032442,-12.510445,-25.804996,-25.86083,-86.274773,-96.670921,-6.6850672,-6.669539
C39884918,Clc1cc(cc(Cl)c1)-c1oc(cc1)/C=C(/C(/[O-])=N/c1sc2c(CCCC2)c1C(OC)=O)\C#N,-89.3968,-18.0932,-12.031649,-13.13739,-28.033968,-27.859167,-79.561432,-102.49475,-8.0243244,-8.7398691
C20908914,S(CCOc1ccccc1)c1[nH]nc(n1)NN=C(Cc1ccccc1)Cc1ccccc1,-109.159,-14.6486,-12.02936,-11.534599,-27.393211,-25.916065,-83.549706,-79.549431,-1.5278751,2.2621357
C67879370,O1C[C@H](Nc2[nH+]cc(cc2)C(=O)N2CCC(CC2)CN2CCCC2=O)CCC1,-103.168,-12.5561,-12.02906,-11.896207,-32.147537,-30.068396,-114.87357,-120.97,-6.5157738,-7.2799916
C22833282,s1cccc1S(=O)([O-])=Nc1ccc(S[C@@H](CC)C(=O)N(c2ccccc2)c2ccccc2)cc1,-88.2121,-3.50882,-12.025485,-12.933825,-27.287613,-28.556625,-109.13862,-97.202911,-5.0244579,-2.6137094
C14544898,S(=O)(=O)(Nc1c(cccc1C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@@H](Nc2cc1)c1c2c([nH]c1)cccc2,-106.383,-16.1766,-12.024208,-12.176538,-31.006903,-31.372131,-115.14584,-138.35324,-4.9693823,-6.8695898
