id,smiles,ds_CHEMPLP_1DB1,ds_CHEMPLP_3KPZ,ds_london_1DB1,ds_london_3KPZ,ds_ASE_1DB1,ds_ASE_3KPZ,ds_AHB_1DB1,ds_AHB_3KPZ,ds_AdG_1DB1,ds_AdG_3KPZ
VDRML14269,Oc1c2CCC3(C(CCC3C(CCCC(O)(C)C)C)Cc2ccc1C1CCC1)C,-117.426,-19.2054,-14.121654,-14.4743,-39.515015,-37.973183,-109.64112,-122.60998,-11.141253,-11.27995
VDRML16489,Clc1oc(cc1)C=C1C2CCC(C(CC(OC=CC(O)=O)O)C)C2(CCC1)C,-111.888,-19.9136,-14.121401,-14.963964,-33.802094,-31.58325,-103.77039,-110.47958,-9.0721006,-10.002177
VDRML6246,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CCC(=O)Nc1ccc(OCC)cc1)(CC)C=1N(CC)C=1NCC,-126.406,-13.413,-14.121226,-12.848181,-34.450832,-33.400497,-89.318932,-93.818375,1.3966591,3.201335
VDRML8217,FC(O)(C(C)(C)C)COc1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CO)CO)cc1,-131.314,-18.5704,-14.12083,-14.076961,-36.638466,-36.534554,-115.06929,-128.51337,-7.4364004,-7.1622062
VDRML9649,FC(F)(O)C=CCc1ccc(cc1CO)CCc1cc(ccc1)C(CC)=CCCC,-121.739,-17.3228,-14.120539,-11.622606,-30.266731,-29.266312,-93.357193,-104.98545,-7.2624679,-6.7114167
VDRML11266,O(Cc1cc(CO)c(cc1)CO)c1cc(C(CC(C)C)=CC=CC(O)(CC)CC)c(cc1)CC,-118.256,-12.0635,-14.11977,-14.7396,-35.535553,-34.488251,-93.489487,-114.64644,-6.8411007,-4.4766297
VDRML12338,FC(CCCCc1cc(ccc1)C(CC)=CCCc1cc(CO)c(cc1)CCO)(C)C,-126.02,-17.1017,-14.119018,-13.286897,-34.196697,-33.965488,-98.252632,-122.24745,-7.4088879,-8.4170599
VDRML13724,O(CC(=O)C(C)(C)C)c1cc(c(cc1)-c1cc(NC(=O)C(C)(C)C)ccc1CC)-c1[nH]ccc1,-109.835,-14.3083,-14.11886,-13.403741,-34.886887,-34.067776,-117.55543,-122.44534,-8.7129564,-6.4119124
VDRML2520,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1ccc(cc1)C(NC(C(CC)C)C(O)=O)=C,-122.764,-15.4997,-14.118775,-12.983014,-35.823147,-35.170242,-113.35628,-113.33598,-2.9835355,-1.0575761
VDRML19388,FC(F)(C(O)COc1ccc(cc1C)C(CC)(CC)c1cc(CCCO)c(cc1)C)C(F)(F)F,-124.004,-17.8815,-14.115665,-13.207969,-32.588779,-30.525085,-98.073143,-107.35369,-8.2972136,-9.1711903
VDRML1929,FCC(O)(C(O)COc1ccc(cc1C)C(CCCO)(CC)c1cc(C)c(cc1)C)C,-121.713,-18.5472,-14.115657,-12.23597,-34.749969,-31.857002,-99.769569,-113.50958,-7.8234043,-6.9557199
VDRML14471,FC(F)(F)c1cc(C)c(OCC(C(CC)(C)c2cc(C)c(OCC(O)C(F)(F)F)cc2)CCO)cc1,-128.776,-18.4435,-14.114149,-13.485669,-32.267693,-31.683552,-99.038002,-106.78931,-4.9953375,-5.5216208
VDRML13779,FC(O)(C=CC=C(CC)c1cc(OCO)ccc1)COCc1cc(OCC)c(cc1)CO,-112.508,-18.5844,-14.113352,-12.97085,-29.229586,-28.284355,-113.54752,-111.41615,-3.5669332,-2.9948969
VDRML18323,O(C(CCCO)CO)c1ccc(cc1C)C(O)(C(O)COc1ccc(cc1C)C(CC)(C)C)CC,-125.614,-18.3835,-14.113149,-13.593633,-35.449436,-35.059498,-102.41012,-104.1004,-3.519376,-5.0749483
VDRML934,FC(F)(F)C(O)(COc1cc(C)c(OCC2OC2)cc1)c1cc(ccc1OCC(=O)C(C)(C)C)CC,-107.252,-16.1224,-14.113073,-13.09642,-31.864422,-29.364655,-101.9909,-104.46066,-1.4839413,-2.3504014
VDRML23771,FC(O)(C(CC(OCc1cc(CO)c(cc1)CC(CCO)C)C)(C)C)COc1cc(ccc1)C,-129.54,-17.7488,-14.112814,-12.631544,-35.33992,-32.942375,-93.57476,-122.08137,-5.0377192,-3.5547216
VDRML13187,O(C(COc1cc(C)c(OCC(O)C(C)(C)C)cc1)CO)c1ccc(cc1C)C(O)(CC)CO,-120.222,-19.1618,-14.11165,-14.317152,-34.626911,-32.666603,-104.93116,-125.81783,-1.7099645,-2.5735586
VDRML19246,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)CCC(O)(C(CC)(C=C)C)C(C)C,-113.33,-16.9146,-14.111622,-13.947776,-33.028534,-32.327621,-102.02179,-125.46369,-6.9965386,-5.4542303
VDRML2439,FC(F)(F)C(O)(CCCC(C(CCCOC1CCc2c1ccc(O)c2)C)C)C(F)(F)F,-119.984,-19.755,-14.110923,-14.887063,-33.456146,-32.728092,-126.79244,-138.29018,-9.6070852,-11.32706
VDRML18841,O(c1ccc(cc1C)C(CC)(CC)c1cc(C)c(OC(CCO)CO)cc1)c1ccccc1,-119.826,-15.2812,-14.11073,-13.27735,-33.931366,-33.110943,-105.66142,-135.28716,-7.082756,-7.6567693
VDRML553,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(CCCC)=CC=CCC(O)(CC)CC,-125.305,-17.7327,-14.110501,-13.619464,-34.237892,-33.890621,-94.177444,-107.89075,-6.8488908,-4.61867
VDRML3328,Clc1cc(COCc2nc(ccc2)C(NCC)=CC=CC(O)(C(F)(F)F)C(F)(F)F)c(cc1)CO,-120.23,-15.5062,-14.110378,-13.375558,-30.0574,-29.084177,-129.42752,-121.06274,-9.4949379,-8.0391951
VDRML23014,O(C(CCO)CO)c1ccc(cc1C)C(CC)(CC)c1cc(C=C)c(OCCCC)cc1,-124.296,-18.4724,-14.108858,-13.227335,-36.517807,-35.230072,-100.88772,-115.88521,-8.1493139,-6.4258738
VDRML4666,FC(F)(F)C(CC(CC)(C)c1cc(ccc1)C(O)Cc1cc(C)c(OCO)cc1)C(F)(F)F,-112.627,-17.3176,-14.107296,-14.838509,-28.505253,-27.908012,-101.05244,-102.11864,-9.4311514,-8.2769051
VDRML7764,OCCC(=O)C(=O)C=CC=C1C2CCC2(C)C(CCC1)C(CCCCCC(C)C)C,-119.031,-18.4391,-14.106656,-14.488667,-38.662476,-37.58474,-104.00374,-114.56984,-9.2637739,-10.714051
VDRML7145,ClC(S(=O)NC(O)C)=C(C(=O)C(=O)Nc1ccc(OC)nc1)C,-85.1311,-15.2181,-14.104781,-11.351748,-24.865311,-23.338247,-97.512222,-107.8495,-4.4732957,-5.1629019
VDRML4910,ClC1=C(C(=O)C1=C(C(F)(F)F)C(F)(F)F)c1ccc(cc1)CCc1ccc(cc1)CO,-105.537,-18.0298,-14.104729,-12.299896,-26.304262,-26.248289,-99.826859,-102.9898,-11.400552,-11.064697
VDRML6559,OC1CC(CC(O)C1)=CC=C1C2CCC(C(CCCCC(O)(C)C)C)C2(CCC1)C,-125.307,-19.8871,-14.104101,-13.915277,-39.875095,-39.306908,-108.49034,-127.55711,-11.361994,-11.408358
VDRML7322,ClC[Si](CC)(c1cc(C(=O)NCCC)c(N)cc1)c1ccc(OCO)cc1,-107.401,-18.8337,-14.102901,-12.304069,-29.105799,-28.685553,-97.544975,-109.43943,-7.771235,-5.6250892
VDRML7524,OC1=C(C2=Nc3c(nc(cc3)-c3ccccc3O)C2=C(C)C)C1=O,-84.9451,-15.7447,-14.102213,-13.12579,-23.075932,-22.197723,-92.478142,-98.567352,-5.5125194,-5.90979
VDRML22222,FC(F)(F)C(O)(C=CC=C(CC)c1cc(ccc1)CCCCc1cc(CO)c(cc1)CO)COC,-129.46,-17.1176,-14.102174,-14.182899,-33.432415,-31.880291,-97.674812,-102.00767,-5.8553295,-6.5761557
VDRML5464,Oc1ccccc1CC(O)=C1c2c(C(=O)C=C1C)c(O)ccc2,-88.2517,-19.1426,-14.102146,-13.381824,-24.010027,-23.465239,-102.65175,-101.3044,-8.0916042,-8.3030386
VDRML6575,Oc1cc(C)c(cc1)C1C2CC(C(CCCC(O)(C)C)C)C2(CC1)C,-107.628,-19.1053,-14.101311,-12.659957,-33.766815,-31.277611,-106.83614,-108.37328,-9.7651844,-9.479044
VDRML10867,FC(F)(CC(O)(CCC)C)COc1cc(ccc1)C(CC)=CCc1cc(CO)c(cc1)CO,-126.42,-17.7568,-14.101184,-13.620125,-33.941803,-33.37635,-93.181549,-97.366402,-5.0797453,-7.119978
VDRML8578,OC1=C2C(=CC2=O)C(C=C1)=C1C2CC(C(CCCCOCC)C)C2(CCC1)C,-106.306,-19.7737,-14.100877,-14.693483,-33.205627,-32.889866,-119.24863,-130.50548,-9.0183182,-9.9298859
VDRML13673,Clc1cc(n2c1CN(CC2)c1ccc(cc1)CC#N)C(CC)(CC)c1ccc(cc1)CCC,-113.347,-17.2331,-14.099664,-15.050899,-33.827454,-31.756258,-106.08563,-118.70338,-13.017889,-10.888022
VDRML5479,Clc1c(CO)c(ccc1COc1cc(-c2ccc(cc2CC)C(CC)CC)c(cc1)CC)CO,-118.614,-13.2806,-14.099485,-14.789,-33.028553,-32.876438,-110.47414,-113.50292,-7.8917084,-6.4630537
VDRML18171,FC(O)(CCc1cc(ccc1)C(CC)=CCc1cc(CO)c(cc1)CCCO)CO,-126.319,-17.1705,-14.099361,-14.646976,-31.603365,-31.678686,-99.951706,-111.38909,-8.602623,-6.2743964
VDRML463,FC(F)(F)C(O)CCC(CCO)c1cc(ccc1)C(O)(C)c1cc(C)c(OCC(O)C(F)(F)F)cc1,-124.752,-17.8745,-14.097979,-12.634908,-30.723896,-29.754438,-97.048515,-138.63776,-4.6241779,-3.3285894
VDRML2361,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)C=1N(CC(NC(C(CC)C)C(O)=O)C=1)CC,-123.524,-15.8456,-14.097709,-14.204153,-38.145489,-37.141262,-111.25408,-132.12494,-6.5622211,-4.5788007
VDRML6252,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CCC(=O)Nc1ccc(OCC)cc1)(CC)C=1N(CC)C(=NCC)C=1,-114.999,-15.6248,-14.097538,-13.018517,-36.040695,-35.727638,-85.147743,-100.1405,3.6771734,3.0049157
VDRML5687,FC(CC(CC)(c1cc(C)c(OC(CCO)CO)cc1)c1cc(C)c(OC(F)F)cc1)C,-119.637,-18.4656,-14.097314,-12.537829,-33.991753,-31.92907,-120.17039,-133.92715,-6.6143451,-7.0304337
VDRML525,O(Cc1cc(ccc1CO)COc1ccc(cc1C)C(C)C)c1ccc(cc1C)C(O)(CC)C,-117.429,-16.5626,-14.09631,-13.192337,-34.53867,-34.237728,-96.143806,-103.93648,-6.1393404,-4.2618284
VDRML4400,Oc1c(-c2nc(O)c(C)c(c2)C)c(O)ccc1-c1ccccc1C(O)(C)C,-86.2914,-14.0009,-14.096212,-14.018941,-26.967913,-25.91083,-106.78648,-109.9365,-7.8710771,-7.711936
VDRML19412,O(C(C)c1ccc(OCCC(O)c2cc(ccc2CCO)C)cc1C)c1ccc(cc1C)C(O)(CC)CC,-129.519,-17.0922,-14.095647,-10.661057,-33.045223,-32.731178,-87.336815,-80.482857,3.517025,6.8232117
VDRML657,FC(F)(F)C(C=CC=C(CC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C(F)(F)F,-128.817,-17.2631,-14.095647,-16.253456,-33.265163,-32.205898,-106.52654,-117.27708,-13.400011,-12.308973
VDRML1758,O1CCN(CC1)CCCC(O)(CC)c1cc(C)c(OCCc2cc(C)c(OCC(O)C(O)(C(CC)(C)C)C)cc2)cc1,-130.612,-18.3333,-14.095451,-11.881406,-35.617889,-34.902702,-44.527721,-57.757256,20.097351,19.444439
VDRML2666,FC(F)(C(O)(C(C)C)C)C=CC=C(CC)c1cc(ccc1)CCc1cc(CO)c(cc1)C,-123.314,-17.8419,-14.095199,-14.673432,-34.739674,-34.884373,-100.89905,-112.68204,-8.8622131,-9.9703465
VDRML10635,FC(C)(C)C=1C=CC=1c1ccc(cc1CCC)COc1cc(CO)c(cc1)CO,-110.198,-16.68,-14.0951,-12.799422,-29.296194,-28.189919,-100.69444,-103.098,-6.9915318,-5.6538115
VDRML5914,O(C(CCO)CO)c1ccc(OC(CC)(C)c2cc(C)c(OCC(O)CCO)cc2)cc1C,-118.549,-19.0916,-14.09481,-13.756226,-34.25975,-32.920208,-118.53955,-124.80155,-6.9831738,-4.9879899
VDRML602,O(C(CO)CO)c1ccc(cc1C)CC=C(CC)c1cc(ccc1)CCOCC(O)C(C)(C)C,-133.891,-18.5134,-14.09444,-15.199257,-34.312737,-33.521004,-100.28732,-102.7601,-3.0455711,-3.3856454
VDRML6123,O(CC(C(C(CONc1ccc(OCC)cc1)C)C)C)c1ccc(cc1C)C(O)(C=O)C,-128.34,-18.2553,-14.094428,-13.384665,-34.257809,-32.956944,-105.92734,-111.4146,-3.8839364,-3.9114439
VDRML332,FC(O)(C=CC=C(CC)c1cc(ccc1)CCc1cc(CCO)c(cc1)CC)C(F)(F)F,-128.535,-17.1699,-14.093734,-14.695849,-33.373547,-32.668793,-98.196053,-111.28417,-9.7690582,-10.727042
VDRML14107,Oc1cc(C)c(cc1)CC(C(C(C(C(CCCC(O)(C)C)C)C)(CC)C)C)C,-108.591,-18.6077,-14.09317,-14.031446,-36.193932,-36.367546,-104.56028,-115.6891,-10.172217,-9.8618498
VDRML8693,OC(CCCCO)C=CC=CC=C1C2CCC(C(CCCC(C)(C)C)C)C2(CCC1)C,-129.175,-19.8362,-14.092237,-13.83456,-37.716827,-37.384624,-87.684959,-93.749481,-5.1855507,-5.620286
VDRML2723,FC(F)(F)C(O)(CCCC(CC)c1cc(ccc1)CCc1cc(CO)c(OCO)cc1)C(F)(F)F,-141.221,-17.1115,-14.092087,-14.527432,-30.955645,-29.554327,-108.60243,-120.97852,-8.7848473,-10.56873
VDRML8372,Clc1c(CC)c(cnc1C(CC)CC)-c1cc(ccc1C)CCc1cc(CO)c(cc1)CO,-118.618,-13.1767,-14.090858,-13.729282,-33.960545,-32.5494,-95.819809,-135.42085,-8.7326527,-8.5806341
VDRML14259,OC1C(CC)C(O)CC1=CC=C1C2CCC(C(CCCC(C(O)=O)C)C)C2(CCC1)C,-116.135,-19.3364,-14.090681,-14.591294,-39.58765,-38.061642,-119.4909,-126.74934,-9.9500456,-9.367589
VDRML2363,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1n(cc(c1)CNC(C(CC)C)C(O)=O)CC,-137.69,-15.4856,-14.090275,-13.476942,-35.586918,-35.487991,-103.62401,-115.951,-3.894933,-0.64548528
VDRML1524,O1CCN(CC1)CCCNOc1cc(C)c(cc1C)C(CC)(CC)c1cc(C)c(OCC(O)C(C)(C)C)cc1,-137.853,-18.3655,-14.088115,-12.854272,-34.961937,-34.415627,-92.481255,-84.897064,4.4992905,5.887496
VDRML11929,FC(C(O)(CC)C=CC=C(CCC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)C,-127.694,-17.8183,-14.087818,-14.419374,-33.039852,-31.691597,-115.53297,-127.55302,-7.8021183,-8.5068312
VDRML2751,FC(F)(F)C(O)(C=CC(CC)c1cc(OCc2cc(C)c(OCO)cc2)ccc1)C(F)(F)F,-123.056,-18.5901,-14.087414,-15.823856,-30.738222,-28.302013,-102.51145,-122.35521,-8.3036137,-8.1974497
VDRML11178,FC(F)(F)c1cc(ccc1OC(COc1ccc(cc1C)C(F)(F)F)CO)C(O)CCO,-108.768,-17.8595,-14.087322,-13.771309,-28.367662,-27.485437,-120.35184,-116.30521,-8.2668552,-8.5940466
VDRML11575,FC(O)(C(C)C)C=C(CC)c1cc(OCc2cc(CCC(CC)CO)c(cc2)C)ccc1,-118.813,-18.4668,-14.087163,-13.306997,-35.75668,-35.12698,-87.886253,-106.43925,-6.319087,-9.142458
VDRML6221,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC(=O)n1c=2n(O)c1=2)(CC)c1ccc(OCC)cc1,-110.534,-17.4508,-14.086962,-13.315586,-35.221542,-33.720123,-106.65016,-127.36836,-8.4754581,-9.1095161
VDRML6251,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CCC(=O)Nc1ccc(OCC)cc1)(CC)C=1N(CC)C=1C=NCC,-141.219,-15.958,-14.086836,-12.944862,-36.77697,-34.148155,-100.43354,-95.214989,-0.97173327,1.9441214
VDRML2038,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)-c1ccc(cc1CCC)C(O)(C(C)C)CC,-130.644,-14.4434,-14.086033,-13.677883,-32.239925,-32.964714,-100.86908,-114.68304,-7.8310905,-7.6147723
VDRML17168,Oc1cc2CCC(Cc2cc1)C1CCC(C(CCCC(O)(C)C)=C)C1(CC)C,-112.502,-19.8733,-14.085555,-14.46719,-36.696114,-34.428028,-112.72126,-118.20049,-9.9869366,-10.144279
VDRML12491,O(C(O)CCO)c1ccc(cc1C)C(Oc1cc(ccc1)-c1ccc(cc1)C(CC)(CC)C)C,-133.163,-18.4615,-14.085387,-14.343132,-33.180645,-32.335274,-102.27331,-104.77709,-1.8621513,-2.1535771
VDRML15864,O(C(=O)C(NC(=O)Cc1n(CC)c(cc1C)C(N)(CO)c1ccccc1)C)C1(O)NC1,-113.775,-10.8655,-14.084527,-11.91598,-28.535318,-25.725536,-108.32928,-116.83995,-2.3031638,-3.6168022
VDRML17568,FCc1cc(ccc1OC(CCO)C)COC(C(O)(C(F)(C)C)COc1ccccc1)CC,-114.765,-18.3041,-14.084275,-12.229268,-32.395771,-31.120857,-96.406807,-99.922073,-6.714932,-4.4028935
VDRML1613,O1CN(C1)C(C(=O)NCCCC(CC)(c1cc(C)c(cc1)C)c1cc(C)c(OCC(O)C(C)(C)C)cc1)C,-113.309,-16.3477,-14.08335,-12.040652,-36.813026,-36.423836,-107.67755,-115.42949,-1.1458569,1.6576129
VDRML9203,FC(Cc1cc(CO)c(OCCC(O)(O)C)cc1)(CCOc1ccc(cc1)C(CC)=CC)C,-121.358,-18.526,-14.083059,-17.424789,-33.687321,-32.916302,-90.278481,-120.2765,-4.1505084,-6.6325464
VDRML12932,Oc1cc2-c3c(n(CC)c(c3)C(CC)(CN)c3ccc(cc3)CCC(=O)C(C)C)C(=O)Nc2cc1,-111.965,-14.7592,-14.082943,-15.186954,-35.214882,-35.104431,-120.42676,-126.57951,-7.3584538,-9.8002987
VDRML15669,FC(CCC(F)C)(C=CC=C(CC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C,-128.142,-17.1175,-14.081733,-13.846737,-35.022739,-33.412693,-103.69465,-97.251144,-9.0034008,-7.4988008
VDRML3273,O(C)C=1C(=O)C(=CCC=1O)C(C=C)c1ccccc1,-85.6651,-18.289,-14.081391,-10.528777,-20.666641,-19.348124,-85.779221,-88.966705,-6.1854734,-6.2652931
VDRML13839,FC(F)(F)C(CCCCC(CC)(c1cc(C)c(OC(O)CO)cc1)c1ccccc1)(C(F)(F)F)C,-118.818,-18.3963,-14.081271,-15.226027,-32.175339,-32.148571,-113.39211,-126.8867,-8.0244141,-6.7719741
VDRML18893,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(CCC)=CC=CC(O)(CCCC)CC,-128.237,-17.8594,-14.080912,-14.044967,-33.532452,-33.946495,-100.88493,-122.09412,-6.2250605,-5.7443447
VDRML21294,O(Cc1cc(CO)c(cc1)CO)c1cc(ccc1)C(CC)=CC=CC(O)(C(CC)C)CCC,-125.683,-17.7808,-14.08091,-13.867239,-34.383446,-31.684721,-102.79854,-120.07522,-3.7857881,-5.4933133
VDRML10649,O(Cc1cc(CCC)c(cc1)-c1cc(ccc1CC)CC(O)(C)C)c1cc(C)c(cc1)CO,-113.281,-14.2265,-14.080892,-14.538344,-33.45668,-31.830084,-101.07324,-114.09391,-6.0646977,-4.2369995
VDRML2165,Oc1cc2c(cc1)C(CC2)C1C2C(=C1)CCC(C)(C)C(CC2)C(CCCO)C,-107.182,-19.6664,-14.080299,-14.267026,-33.779179,-32.480804,-117.4024,-117.4605,-10.480779,-9.9081402
VDRML20233,O(Cc1ccc(cc1)CC(Oc1ccc(cc1C)C)CO)c1ccc(cc1C)C(O)(CC)C,-110.611,-17.8433,-14.079525,-12.993679,-32.698364,-34.204102,-91.052727,-114.35061,-5.8974137,-3.1622183
VDRML4908,ClC1=C(C(=O)C1=CC(O)(C(F)(F)F)C(F)(F)F)c1ccc(cc1)CCc1ccc(cc1)CO,-110.212,-17.8695,-14.078874,-14.005609,-29.029352,-28.524292,-113.08553,-123.97922,-9.0708284,-10.85725
VDRML4566,O(Cc1cc(ccc1)C(CC)(CC)c1cc(C)c(cc1)CCC(O)C(C)(C)C)C(CCOC)CO,-137.289,-17.1004,-14.078423,-14.357926,-35.60117,-37.062527,-116.24404,-120.55898,-3.5125456,-4.7167106
VDRML2477,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(Nc1ccc2N(c2c1C)CC)(CC)C,-115.436,-16.8673,-14.078364,-13.163418,-34.359474,-34.618011,-118.87405,-128.26385,-7.2725825,-8.3292656
VDRML5796,FC(OCc1cc(CO)c(cc1)CO)(O)C=CCOc1cc(ccc1)C(CC)=C,-112.677,-17.9073,-14.078259,-14.507051,-30.888466,-32.425838,-100.44227,-105.43032,-8.174058,-6.7132139
VDRML18159,O1CC(O)C(CCc2cc(ccc12)C(CC)(CC)c1cc(C)c(OC(CCO)CO)cc1)(C)C,-115.963,-18.5483,-14.07819,-14.336635,-37.561741,-34.606251,-108.21201,-114.8789,-7.8857999,-7.9973135
VDRML2401,FC(F)(F)C1(OCCC(=NC=C1)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)C(F)(F)F,-113.585,-17.9413,-14.077092,-13.775566,-29.096966,-29.333427,-104.19895,-125.9894,-9.524024,-6.7814317
VDRML7824,OC1(C)C(=O)C(O)=CC=CC1=CC1CCC1C(CCCCOC)C,-99.1597,-19.768,-14.076437,-13.454456,-27.628782,-27.444452,-95.372734,-103.54853,-6.272294,-6.4057646
VDRML2434,FC(F)(F)C(O)(CCCC(C(C)C)c1cc(OC2CCc3c2ccc(O)c3)ccc1)C(F)(F)F,-126.322,-19.0845,-14.07632,-14.608914,-31.820356,-31.797754,-130.76878,-130.76443,-12.287498,-9.5166292
VDRML11317,O(C)c1cc(ccc1)C(C)c1[nH]c(nc1C(O)C(C(O)C)(C)C)C(=O)NCCCNCC(OC)C,-108.247,-16.81,-14.075286,-12.509073,-29.650436,-30.089655,-75.61734,-103.92185,3.289938,3.1122668
VDRML16591,FC(F)(F)C(O)(COc1ccc(cc1C)C(CCO)(CC)c1cc(ccc1)CC)C(F)(F)F,-119.871,-17.8757,-14.074196,-13.099909,-29.847628,-28.457369,-101.23634,-111.58168,-8.1746721,-8.9761009
VDRML15866,O(C(=O)NC(C(OC1(O)NC1)=O)C)c1n(CC)c(cc1C)C(N)(CO)c1ccccc1,-108.301,-11.1336,-14.073937,-13.63108,-27.817219,-27.215061,-105.35313,-117.04478,-5.984921,-4.7364712
VDRML13516,OC1=C2C(=CC1=O)C(=O)C(=O)c1cc(NC(=O)C(C)(C)C)ccc12,-76.1975,-19.9982,-14.072815,-13.693443,-22.321304,-22.126059,-103.93743,-112.16388,-6.2162027,-6.4500718
VDRML2355,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)C1=CC(=C1)CNC(C(CC)C)C(O)=O,-135.071,-17.5159,-14.072132,-14.181087,-37.634075,-37.062855,-102.54622,-122.18581,-6.9806867,-5.3062949
VDRML11031,FC(O)(C(C(F)F)C)C=CC=C(CC)c1cc(ccc1)CCc1cc(CC)c(cc1)CO,-127.155,-17.1906,-14.071289,-13.370834,-35.489811,-33.369247,-96.995338,-103.84219,-7.8203855,-7.3215532
VDRML6335,FC(C(O)COc1ccc(cc1CO)CCC(CC)c1cc(ccc1)COCC(CO)CO)(C)C,-133.678,-17.0107,-14.070068,-15.211744,-33.704048,-33.533913,-113.15649,-116.47581,-3.0568173,-2.079056
VDRML69,FC(O)(Cc1ccc(cc1CO)COc1cc(ccc1)C(CC)=CCCC)CO,-116.612,-17.921,-14.068275,-13.803094,-31.168489,-30.193497,-103.85803,-123.28043,-5.4533596,-6.8738208
VDRML10937,FC(F)(F)C(O)(C=CC(CC)(C)c1cc(OCc2cc(C)c(OCO)cc2)ccc1)C(F)(F)F,-121.743,-18.6489,-14.067668,-14.485656,-27.17301,-27.019209,-91.129097,-97.91037,-4.1091132,-4.8555889
VDRML5644,O(CC(OC)CO)c1cc(-c2ccc(cc2CCC)C(O)(CC)CC)c(cc1)CC,-111.482,-15.3124,-14.067175,-13.975406,-31.468605,-31.743372,-111.08504,-112.49184,-7.5119247,-8.1861248
VDRML9293,FC(F)(C)c1cc(C)c(OC(CCCO)c2cc(C)c(OCC(O)C(F)(F)C)cc2)cc1,-118.221,-18.5616,-14.06692,-13.080216,-33.188808,-30.649502,-107.48047,-112.29747,-10.084283,-8.0362329
VDRML18712,O(CC(O)C(C)(C)C)c1cc(ccc1)C(CCc1cc(CO)c(cc1)CC(CO)C)CC,-128.589,-17.1209,-14.066596,-13.416229,-37.575409,-34.826942,-90.04911,-106.06055,-6.2685494,-5.5770869
VDRML22990,O(CO)c1ccc(OCc2cc(C)c(cc2)CO)cc1-c1ccc(cc1CCC)C(O)(CC)CC,-110.465,-14.8555,-14.066551,-14.096597,-32.422874,-32.379181,-117.61823,-120.23502,-7.4822521,-5.9970822
VDRML18736,FC(O)(C(CC=C(CC)c1cc(OCc2cc(CO)c(cc2)CO)ccc1)C)C=C,-122.929,-17.8667,-14.065905,-12.907317,-30.76265,-30.89908,-110.84271,-115.82687,-8.1155081,-8.7131338
VDRML9313,O(CO)c1ccc(cc1CO)COc1cc(-c2ccc(cc2CCC)C(O)(CC)C)c(CC)c(c1)C,-120.426,-14.0344,-14.065738,-15.966684,-31.460812,-32.567924,-105.88163,-122.31625,-1.9038123,-5.9195776
VDRML11247,FC(O)(CC)C=CC=C(CCCC)c1cc(ccc1)CCc1cc(CO)c(cc1)CO,-126.62,-17.1133,-14.065472,-13.489211,-32.787952,-31.263676,-101.56246,-128.29636,-8.9927845,-10.282067
VDRML15307,OC1CC(CC(O)C1=O)=CC=C1C2C(CCC1)C(CC2)C(CCCCC(OC)=O)C,-124.243,-18.8184,-14.063936,-14.799934,-36.43874,-36.647732,-125.72411,-140.32426,-8.8305874,-10.21391
VDRML13877,O(CC(O)C(C)(C)C)c1ccc(cc1C)CCC(Oc1ccc(cc1)C(O)(CC)C)CO,-124.33,-18.4881,-14.062507,-13.944367,-34.831165,-33.764103,-115.65103,-120.24893,-7.7129941,-6.253613
VDRML22097,O(CC(OC)=O)C1C=C(C2=CC(=O)c3c(cccc3O)C2=O)C(=C1)C,-98.8906,-16.9949,-14.060658,-13.19118,-26.459923,-25.366285,-104.16414,-118.02016,-7.3978086,-7.4602218
VDRML1669,O(CC(O)C(C)(C)C)c1ccc(cc1C)C(Nc1ccc(OCC)cc1)(C(=O)NC)C,-104.186,-16.6364,-14.060432,-12.873378,-34.888397,-32.552048,-105.0496,-123.91575,-6.6650333,-6.058032
VDRML1400,FC(F)(F)C(O)(C=CCC(CC)c1cc(OCc2cc(C)c(cc2)CO)ccc1)C(F)(F)F,-132.132,-17.9775,-14.059694,-13.861166,-32.404202,-30.794827,-101.10038,-128.48164,-11.054075,-10.610739
VDRML10015,O(c1ccc(cc1C)C(C)(C)c1cc(C)c(OC(CCO)CO)cc1)c1ccc(cc1C)C(C)(C)C,-114.617,-14.5695,-14.058616,-14.278007,-35.688095,-36.138344,-99.147339,-129.33542,-8.2254105,-8.5662746
