id,smiles,ECR_1DB1,ECR_3KPZ
C20877067,Brc1cc(cc(OC)c1OC[C@@H](O)c1cc2OCOc2cc1)C[NH2+]C1CCCCCC1,0.076438396,0.031476314
CHEMBL4080769,Oc1cc2CC[C@H]3[C@@H]4CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]4(CC[C@@H]3c2cc1)C,0.114741272,0.077967417
C39516002,O=C(N1CCc2c(C1)cnc(C)c2CNC(=O)\C=C\c1ccccc1)C=1CN=NC=1,0.009789397,0.04615929
C58848142,Clc1cc(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2ccc(OC)cc2)c(cc1)C,0.007630079,0.022314399
CHEMBL2171447,FC(F)(F)C(O)(\C=C\C=C(/CC)\c1cc(ccc1)CCc1cc(CO)c(cc1)CO)C(F)(F)F,0.133959575,0.209558146
CHEMBL409470,O1[C@H](CC(=C)C1=O)C[C@H](C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C/2=C\C=C1C[C@@H](O)C(=C)[C@H](O)C1)C,0.129993996,0.082395356
C97961079,Brc1c(\C=N\NC(=O)[C@H]2C[C@@H]2c2ccc(cc2)C(C)(C)C)c(Br)cc(Br)c1O,0.004979321,0.002732875
C12952669,s1c2nc(cc(c2c(N)c1C(=O)NCc1ccc(F)cc1)C(F)(F)F)Cc1cc(OC)c(OC)cc1,0.065158359,0.026501364
CHEMBL452878,O[C@@H]1CC(C[C@@H](O)C1=C)=C\C=C/1\[C@@H]2CC[C@H]([C@H](\C=C\C[C@@H](O)CC34CC5CC(C3)CC(C4)C5)C)[C@]2(CCC\1)C,0.061448821,0.049672169
CHEMBL1504661,O=C(N)c1ccc(\N=C\2/c3cc([N+](=O)[O-])ccc3N=C/2[O-])cc1,0.003688317,7.76E-20
C11730466,Brc1ccc(cc1)-c1n(nnc1S(=O)(=O)c1ccc(cc1)C)-c1cc(ccc1)C(=O)[O-],0.003350969,0.002237082
CHEMBL4105311,OC(CC)(CC)C#Cc1ccc(cc1C)C(CC)(CC)c1cc(n(c1)CC)C(=O)NCC[NH+](CC)CC,0.024125939,0.013539073
CHEMBL3747395,O(C[C@@H](O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1n(CC)c(cc1)C(=O)Nc1ccc(OCC)cc1,0.007677078,0.01855408
C93273108,OCCn1nc(C)c(CN2CC[NH+](CC2)Cc2cn(nc2)-c2ccccc2)c1C,0.002472353,2.76E-07
C02383613,Brc1cc(CNc2cc(Cl)ccc2C(F)(F)F)c(O)c(OC)c1,0.002237077,4.89E-27
CHEMBL2171449,O(Cc1cc(CO)c(cc1)CO)c1cc(-c2ccc(cc2CCC)C(O)(CC)CC)c(cc1)CC,0.052687907,0.022316356
C09630910,Cl\C(=C/c1ccc(SC)cc1)\c1nc([O-])c2c(sc(C(OCCOC)=O)c2C)n1,0.001831564,2.75E-05
C01413458,Clc1cc(Cl)ccc1[C@@H]1N(CCc2c3c([nH]c2)cccc3)C(=O)C(=O)C1=C(O)c1ccc(F)cc1,0.001657268,0.000123091
C17085968,Brc1cc(Br)c(O)cc1[C@H]1NC(=O)c2c3CC[C@H](Cc3sc2N1)C(C)(C)C,0.001499558,0.002024191
C12401720,S\1C=2N(C(N)=C(C#N)[C@H](C=2C#N)c2ccc(cc2)C(C)C)C(=O)/C/1=C/c1ccc(cc1)C(C)C,0.001358367,0.003131116
C13637714,O(CCOc1ccccc1)c1cc2[C@H]3[C@H](CC=C3)[C@@H](Nc2cc1)c1ccc(O)cc1,0.005742758,0.08397459
C57313384,Clc1c2c(sc1C(=O)NC(C)(C)C)c(NC(=S)NC(=O)c1cc(OC)c(OC)cc1)ccc2,0.001112137,0.001600336
C93669079,O=C(C)c1ccc(N2CC[C@H]3[C@H](CCCC3)C2)cc1[O-],0.008432541,0.00223809
C39243134,Clc1ccc(cc1)C1=NC=2N(N[C@@H](C=2)C(=O)NCCc2c3cc(OC)ccc3[nH]c2)C(=C1)C(F)(F)F,0.000909528,0.02727159
C36026098,S(Cc1ccc(cc1)C(=O)NCC(C)C)c1[nH+]c(cc(n1)N(CCc1cc(OC)c(OC)cc1)C)C,0.001157572,0.074081822
C08427609,Brc1cc(Cl)cc(\C=N\Nc2nc(nc(n2)Nc2cc(ccc2)C(F)(F)F)N2CCOCC2)c1O,0.000744658,0.000499159
CHEMBL1834893,O(C[C@H](O)C(C)(C)C)c1ccc(cc1C)C(CC)(CC)c1cc(C)c(O[C@H](CCO)CO)cc1,0.016780685,0.015757322
C12781899,Clc1cc(ccc1)C1(CCCCC1)C(OCC(=O)N[C@H](C)c1ccc(S(=O)(=O)N)cc1)=O,0.000617947,0.058957384
C03059393,Brc1c(\C=N\NC(=O)COc2cc3c(cc2)cccc3)c(Br)cc(Br)c1O,0.000551725,0.00022765
C01186905,S1\C(=C/c2ccc(cc2)CC)\C(=O)N(CCCC(=O)Nc2ccccc2C(=O)[O-])C1=S,0.001610059,8.25E-05
C38685456,Fc1ccc(O[C@@H](C(Oc2cc3OC(N)=C(C#N)[C@H](c3cc2)c2ccc(OCCCCC)cc2)=O)C)cc1,0.000451922,0.000128036
CHEMBL222195,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@H]([C@@H](CCC(O)(C)C)CC)C)[C@]3(CCC\2)C)\C1=C,0.011858779,0.016536938
CHEMBL2407826,O[C@H]1[C@@H](CCn2cc[nH+]c2)[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC\2)C)\C1=C,0.157885533,0.04508324
C94907418,Cl[C@@H](C1(CCCC1)CC)c1cc2oc([O-])nc2cc1,0.000336267,0.007427433
C13637825,O(CCCc1ccccc1)c1cc2[C@H]3[C@@H](CC=C3)[C@@H](Nc2cc1)c1ccc(O)cc1,0.001659613,0.049673604
C15356872,Brc1cc(CNCCc2ccc(S(=O)(=O)N)cc2)c(OCc2sccc2)cc1,0.000273944,7.49E-06
C96269407,O1Cc2nc(cn2C[C@@H]1CNCc1ccncc1)-c1cc2OCCCOc2cc1,0.030367303,0.049906439
C13655512,S1\C(=C/c2ccccc2F)\C(=O)N(CCCC(=O)N[C@@H]2C=CS(=O)(=O)C2)C1=S,0.000527042,5.88E-10
C20504402,Brc1cc(Br)cc(Br)c1N[C@H](CCc1ccc(O)cc1)C,0.000202944,2.50E-07
C33546507,O(CC)c1cc(ccc1OCCCCC)[C@H]1N(Cc2cc[nH+]cc2)C(=O)C(O)=C1C(=O)c1ccc(cc1)C,0.000185476,3.11E-14
C20701684,Clc1cc(Cl)cc([C@H]2Nc3c([C@@H]4[C@H]2CC=C4)cc(OCCC(C)C)cc3)c1O,0.000166156,2.55E-14
C32529620,s1cc(-c2ccc(cc2)C)c(C(=O)N)c1NC(=O)CCSc1nc2c(cc(cc2C)C)c(c1)C,0.000150344,3.70E-05
C36378940,Oc1c2c(cc(O)c1C\C=C(\CC\C=C(\CCC=C(C)C)/C)/C)C(=O)N(C2)[C@@H](CCC(O)=O)C(=O)[O-],0.000166542,0.001832067
C39700361,s1cccc1[C@@H](N1CCN(CC1)c1ccccc1OC)[C@@H](NC(=S)Nc1cccc(C)c1C)C,0.001233991,0.00065659
C67898829,S(=O)(=O)(C)c1ccc(cc1)-c1nc([nH]c1)[C@H]1N(CCOC1)Cc1cccnc1,0.001116561,3.37E-07
CHEMBL3745849,O[C@@H]1CC(C[C@@H](O)C1=C)=C\C=C/1\[C@@H]2CC[C@H](C#CC#C[C@@H](O)C34CC5CC(C3)CC(C4)C5)[C@]2(CCC\1)C,0.027353958,0.030183301
C31904485,Clc1c(COc2ccc(cc2OC)\C=N/NC(=O)c2sc(nc2C)N)c(Cl)ccc1Cl,0.000835847,9.30E-09
C36056931,O=C(\C=C\C=1C=2[C@@H](N(C=1)C[C@H](O)CNCCc1c3cc(ccc3[nH]c1)C)CC=CC=2)c1ccccc1,0.001739983,2.35E-11
C08920871,Clc1ccccc1Cc1cc([C@@H]2N=C(O)c3c4CC[C@H](Cc4sc3N2)C(CC)(C)C)c(O)cc1,7.47E-05,7.51E-05
C13549701,Brc1cc(Br)cc(\C=C\2/S\C(\NC/2=O)=N\c2ccccc2Cl)c1O,6.76E-05,2.04E-06
C12627508,Clc1c(NC(=O)[C@H](Sc2nc3cc(S(=O)(=O)N)ccc3n2CCC)C)cccc1Cl,6.11E-05,3.74E-07
CHEMBL3263872,O[C@@H]1CC(C[C@@H](O)C1=C)=C\C=C/1\[C@@H]2CC[C@H]([C@@H](CC#C[C@H](O)CC34CC5CC(C3)CC(C4)C5)C)[C@]2(CCC\1)C,0.110925075,0.095986064
C12070210,s1c2c(CCN(C2)C(=O)C)c(C#N)c1NC(=O)Cc1ccc(S(=O)(=O)C(C)C)cc1,0.082034498,0.001360573
C01294990,Brc1ccc(N2C(=O)\C(=C\c3c4c(n(c3)Cc3ccccc3F)cccc4)\C(=O)N=C2[O-])cc1,4.53E-05,5.15E-16
C13347807,s1cccc1Cc1nnc(SCC(=O)NCc2ccc(cc2)C(=O)[O-])n1CCc1ccccc1,9.63E-05,9.55E-21
C02030067,O(CCCC)c1ccc(cc1)[C@@H]1CC(=O)C2=C(C1)c1c3c(ccc1N[C@H]2c1ccc(O)cc1)cccc3,3.71E-05,0.007842247
C71498430,O(CCNC(=O)[C@@H]1CCC[NH+](C1)C1CCN(CC1)C(=O)CCn1cccc1)C,3.47E-05,1.24E-08
C14457604,S(=O)(=O)(NCCc1ccccc1)c1cc2[C@@H]3[C@@H](CC=C3)[C@@H](Nc2cc1)c1c(cc(cc1C)C)C,3.05E-05,0.00127931
C34931922,o1cccc1CN1[C@H](C(C(=O)c2ccc(OCCC)cc2)=C(O)C1=O)c1cc(OCCC(C)C)ccc1,3.98E-05,3.35E-05
C09508731,s1c(-c2ccc(cc2)C)c(nc1-c1ccccc1)CC(=O)NCCc1ccc(S(=O)(=O)N)cc1,2.49E-05,2.79E-11
C03031561,S(=O)(=O)(NCCC=1CCCCC=1)c1cc(C(=O)Nc2ccccc2OCC)c(F)cc1,0.003710804,4.02E-09
C03663603,Clc1cc(Cl)cc(\C=N\c2cc3sc(SCC(=O)Nc4ccc(F)cc4)nc3cc2)c1O,2.03E-05,3.75E-07
C20710546,S(=O)(=O)(NC(C)(C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1ccccc1OCc1ccccc1,1.89E-05,3.04E-05
C04647202,S(=O)([O-])(=Nc1ccc(cc1)C(OCC(=O)N[C@@H](CCc1ccccc1)C)=O)c1cc2OCCOc2cc1,1.67E-05,6.35E-20
C19841093,Brc1cc(Cl)ccc1OCc1cc(ccc1OC)-c1c2CCCCc2nc(N)c1C#N,1.51E-05,5.08E-10
C59019320,Brc1cc(ccc1)COc1ccccc1\C=N\Nc1nnc(SCc2ccc(cc2)C)[n-]1,1.36E-05,1.32E-30
C88762330,O([C@H]1CCCCC[C@@H]1O)c1c(cc(cc1C)C#N)C,1.23E-05,1.56E-19
C33687049,S([C@H]([C@H](O)CCCC(O)=O)\C=C/C=C\C=C\C\C=C\CCCCC)c1ccc(cc1)C(=O)[O-],0.003348494,3.51E-23
C09969106,O(C)c1cc(ccc1OC)CC[NH2+]Cc1c2c(n(Cc3ccc(cc3)C=C)c1C(=O)[O-])cccc2,0.00017626,4.53E-05
C06244525,S([C@H](C(=O)c1c2c([nH]c1)cccc2)c1ccccc1)c1nc2cc(S(=O)(=O)N)ccc2n1CCCC,0.058966526,0.001208127
C38649739,Clc1cc(Cl)ccc1C(Oc1cc2OC(N)=C(C#N)[C@@H](c2cc1)c1ccc(cc1)C(C)(C)C)=O,0.002740665,8.30E-06
C59310685,S(CC(=O)NCc1ccc(cc1)C(F)(F)F)c1nc([nH]n1)N\N=C(/C)\C12CC3CC(C1)CC(C2)C3,6.28E-05,4.55E-07
C20750416,Clc1cccc(Cl)c1[C@H]1Nc2c([C@@H]3[C@H]1CC=C3)cc(S(=O)(=O)N[C@@H](CC)C)cc2,6.77E-06,0.002050709
C14654306,O1c2c(Oc3c(c(cc(O)c3O)CC(=O)CCCCC)C1=O)c(CCCCC)c(C(=O)[O-])c(O)c2,6.13E-06,1.89E-16
C15945785,Ic1cc(ccc1O)[C@@H]1N=C(O)c2c3CC[C@@H](Cc3sc2N1)C(CC)(C)C,2.80E-05,0.013533528
C20528765,Brc1ccc(cc1)[C@H]1C2=C(OC(N)=C1C#N)\C(\CN(C2)C)=C\c1ccc(Br)cc1,0.001504575,0.001687621
C36275321,s1c(nnc1SCc1ccccc1)\N=C(/[O-])\c1oc(cc1)COc1ccc(F)cc1,4.54E-06,1.12E-05
C58848188,Clc1cc(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2ccc(cc2)C(C)(C)C)c(cc1)C,1.16E-05,0.000123092
C34942856,Brc1cc(\C=C/2\SC(=S)N(CCCCCCCCCCC(=O)[O-])C\2=O)c(OC)cc1,3.72E-06,2.79E-10
C14546804,Clc1cccc(Cl)c1[C@@H]1Nc2c([C@@H]3[C@H]1CC=C3)cc(S(=O)(=O)NCCC)cc2,3.41E-06,1.62E-13
C96585993,Clc1ccc(cc1\N=C(/[O-])\C(=C/c1cc(OC)c(OC(=O)c2ccccc2)cc1)\C#N)C(F)(F)F,0.020192695,0.006176192
C38682267,Clc1cc(Cl)ccc1C(Oc1cc2OC(N)=C(C#N)[C@H](c2cc1)c1ccc(SC)cc1)=O,3.50E-06,1.14E-12
C20874211,S(=O)(=O)(N)c1ccc(cc1)CCNCc1c2c(ccc1OCc1ccc(cc1)C)cccc2,2.63E-06,5.12E-14
C08896326,Clc1cc(Cl)ccc1-c1oc(cc1)C(=O)NC(=S)Nc1sc2c(CC[C@@H](C2)C)c1C#N,2.25E-06,0.000100779
C21253219,Clc1ccccc1[C@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1cc(OC)c(OC(C)C)cc1)cccc2,2.04E-06,3.91E-26
C14549033,S(=O)(=O)(NC1CCCCC1)c1cc2[C@@H]3[C@@H](CC=C3)[C@@H](Nc2cc1)c1c2c(cc3c1cccc3)cccc2,5.19E-05,3.04E-06
C00718071,Brc1cc(ccc1F)[C@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1cc(OC)c(OC)cc1)cccc2,1.67E-06,3.35E-05
C03242673,FC(F)(Oc1ccc(\[NH+]=C/c2cc(O)c(OC)cc2)cc1\N=C\c1cc(O)c(OC)cc1)C(F)F,1.51E-06,0.004978707
C06136352,Brc1cc(cc(OC)c1OCc1c2c(ccc1)cccc2)\C=N\NC(=O)c1ccccc1N,1.37E-06,5.55E-06
C21253226,Clc1ccccc1[C@@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1cc(OC)c(OC(C)C)cc1)cccc2,1.24E-06,3.50E-21
C39945881,s1cccc1-c1nc(SCC(=O)C=2C[C@H](N(C=2C)c2ccc(OC(F)F)cc2)C)[n-]n1,0.022314136,0.087221656
C98234628,Clc1cc(Nc2ccccc2C(=O)[O-])cc(Cl)c1OCCOCCOCCSSc1ncccc1,2.25E-06,6.13E-06
C67172421,S=C1N[C@@H](C2=C(N1)/C(/CCC2)=C/c1ccccc1OC(F)F)c1ccccc1OC(F)F,9.17E-07,5.20E-20
C71025575,Clc1c2c(nc(c1)C(=O)[O-])c(Cl)ccc2Cl,8.29E-07,0.000744658
C40982914,S(CCC)c1nc2n(n1)[C@H](C(C(OCCCC)=O)=C(N2)C)c1ccc(OCc2ccccc2F)cc1,7.50E-07,5.14E-15
C40273683,Cl[C@@H](c1sccc1C)c1cc2oc([O-])nc2cc1,6.79E-07,4.13E-08
C08680763,Brc1cc2c(nc(nc2-c2ccccc2Cl)N2CCN(CC2)C(=O)[C@H]2CC=CC[C@@H]2C(=O)[O-])cc1,6.14E-07,4.27E-21
C08919696,Brc1cc([C@@H]2N=C(O)c3c4CC[C@@H](Cc4sc3N2)C(CC)(C)C)c(O)c(Cl)c1,5.56E-07,4.03E-16
C02840969,Clc1cccc(F)c1COc1cc(ccc1)[C@H]1C2=C(OC(N)=C1C#N)C[C@@H](CC2=O)c1ccccc1,0.000136577,2.61E-05
C15946223,s1c2C[C@@H](CCc2c2c1N[C@@H](N=C2O)c1oc(cc1)-c1cc(ccc1)C(F)(F)F)C(CC)(C)C,4.55E-07,1.25E-05
C39287056,S1(=O)(=O)C[C@H](N(C(=O)CN[C@H]2CCS(=O)(=O)C2)C2CCCCC2)CC1,4.12E-07,0.010025884
C20240728,S(Cc1ccccc1C)CC(=O)N\N=C(/C)\c1cc2[C@H]3[C@H](CC=C3)[C@@H](Nc2cc1)c1ccccc1,0.00165764,1.87E-10
CHEMBL2112315,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](O)C4(CC4)\C=C\C(OCC)=O)C)[C@]3(CCC\2)C)\C1=C,0.016550573,0.0082085
C10059365,Clc1ccccc1COc1ccc(cc1)[C@H]1N=C(O)c2c3CC[C@@H](Cc3sc2N1)C(C)(C)C,3.05E-07,1.14E-09
C20693796,S(=O)(=O)(NCCc1ccccc1)c1cc2[C@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1cccc(OC)c1O,2.76E-07,9.89E-07
C14549436,S(=O)(=O)(N[C@H](CC)C)c1cc2[C@H]3[C@H](CC=C3)[C@@H](Nc2cc1)c1c2c(cc3c1cccc3)cccc2,0.001499808,0.002065165
C16527468,S=C(NC1CCCCC1)N1CCN(CC1)CC\N=C\C=1C(=O)C[C@@H](CC=1[O-])c1ccccc1,0.003690389,0.009139349
C23126474,s1c2C[C@H](CCc2c2c1N=C(NC2=O)CCC(=O)NCCc1c2c([nH]c1)cccc2)C(C)(C)C,2.05E-07,0.000369787
C20879628,Brc1cc(cc(OC)c1OCc1ccc(cc1)C)CNc1cc(ccc1OC)C(=O)[O-],1.85E-07,0.00407622
C66201545,s1c2c(CCCC2)c(C(OC)=O)c1NC(=S)NC(=O)C(CCCOc1cc(ccc1C)C)(C)C,1.68E-07,8.55E-08
C12529254,Clc1cc(Cl)ccc1[C@H]1c2c([nH]c3c2cccc3)[C@@H](NC1)c1cc(OC)c(OCC(C)C)cc1,1.52E-07,1.59E-05
C33653125,Brc1cc(ccc1)[C@H]1C2=C(OC(N)=C1C#N)\C(\CN(C2)C)=C\c1cc(Br)ccc1,0.000551794,1.52E-07
C85024108,Fc1cc(ccc1O[C@H]1C[C@H](C)[C@@H](CC1)C)C(=O)[O-],2.38E-06,1.38E-07
C10089362,Clc1cc(cc(OC)c1OCC(=O)N)C(=O)N[C@@H](c1ccc(cc1)CC(C)C)c1sccc1,5.67E-07,9.14E-06
C97969157,Clc1cc(ccc1Cl)[C@H]1N(C(=O)C([O-])=C1C(=O)c1cc2C[C@@H](Oc2cc1)C)c1sc2cc(ccc2n1)C,1.02E-07,3.54E-25
C33527939,S\1\C(=C\c2cc3OCOc3cc2)\C(=O)N(/C/1=C(/C(/[O-])=N/c1ccccc1C)\C#N)c1ccc(F)cc1,9.19E-08,2.35E-22
C21237166,O(c1cc(ccc1)[C@@H]1Nc2c(NC3=C1C(=O)C[C@H](C3)c1ccc(OCC(C)C)cc1)cccc2)c1ccccc1,8.47E-08,1.84E-05
C62587352,S(=O)([O-])(=Nc1ccc(cc1C)C)c1cc([N+](=O)[O-])c(NCc2ccc(NCCOC)cc2)cc1,7.52E-08,1.68E-08
C83329014,O(CCCCC)c1ccc(cc1)\C=N/NC(=O)c1[nH]c2c(cc(cc2)C)c1-c1ccccc1,0.002237145,6.15E-05
C09781015,Clc1ccccc1CSC1=NC(=O)C2=C(N1)NC1=C([C@@H]2c2ccc([NH+](CC)CC)cc2)C(=O)CCC1,6.16E-08,1.75E-20
C20708065,S(=O)(=O)(Nc1cc(cc(c1)C)C)c1cc2[C@@H]3[C@@H](CC=C3)[C@H](Nc2cc1)c1cc2c(cc1)cccc2,5.59E-08,4.64E-09
C96969226,Ic1ccccc1NCC(=O)N(CCC#N)CCC#N,5.04E-08,9.62E-37
C32181031,Clc1ccc(cc1)[C@@H]1Nc2c([C@@H]3[C@H]1CC=C3)cc(S(=O)(=O)Nc1c3c(ccc1)cccc3)cc2,4.56E-08,5.58E-16
C62954607,O=C([O-])c1ccc(N2CCC3(CCCC3)CC2)cc1C,0.000334638,0.001500925
C98218329,Brc1cc(ccc1OC)C(=O)c1sc2nc(cc(c2c1N)C(F)(F)F)-c1ccc(cc1)C,3.36E-05,0.0082085
C22851989,Clc1ccc(cc1)[C@@H](N1CCN(CC1)c1ccc(OC)cc1)C=1Sc2n(nc(n2)-c2occc2)C=1[O-],1.26E-07,0.001005184
C20881953,O(C(C)C)c1ccc(cc1)[C@H]1CC(=O)C2=C(Nc3c(N[C@H]2c2cc4c(cc2)cccc4)cccc3)C1,0.000451689,1.13E-08
C58849627,Clc1cc(NS(=O)(=O)c2cc3[C@@H]4[C@@H](CC=C4)[C@H](Nc3cc2)c2ccc(F)cc2)c(OC)cc1,2.88E-08,0.006081008
C14544233,O(C)c1ccc2c(cccc2)c1[C@@H]1Nc2c([C@@H]3[C@@H]1CC=C3)cccc2C(=O)NCc1ccccc1,6.98E-05,0.029084743
C38655707,Clc1cc(ccc1Cl)[C@H]1c2c(OC(N)=C1C#N)cc(OC(=O)c1ccc(F)cc1)cc2,2.27E-08,1.13E-10
C20487297,Brc1cc(cc(Br)c1N[C@@H](CCc1ccc(O)cc1)C)C,2.05E-08,3.06E-08
C78498476,s1cccc1[C@H](NC(=O)CCCc1cc2CC(=O)Nc2cc1)c1ccc(cc1)[C@@H](CC)C,1.86E-08,0.001654225
CHEMBL2407821,O[C@H]1[C@@H](CCn2ncnn2)[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC\2)C)\C1=C,0.086327482,0.051912876
C38649706,Brc1ccccc1C(Oc1cc2OC(N)=C(C#N)[C@H](c2cc1)c1ccc(cc1)C(C)(C)C)=O,0.024659712,0.000823225
C36524804,Oc1cc(ccc1)[C@@H](N(C(=O)CCCc1c2c3c4c(c1)cccc4ccc3ccc2)C)C(=O)NC1CCCCC1,3.38E-06,5.55E-06
C40171561,s1cc(-c2ccc(cc2)C)c(C(=O)N)c1NC(=O)[C@H](Sc1ncnc(c1)-c1ccccc1)CC,1.47E-08,0.000202944
C39914705,Clc1cc(-c2n[nH]c3c2[C@@H](N(Cc2ccccc2)C3=O)c2cc(OCCCC)ccc2)c([O-])cc1C,1.13E-08,1.69E-10
C14460611,Clc1cc(ccc1)[C@@H]1Nc2c([C@@H]3[C@@H]1CC=C3)cc(S(=O)(=O)N[C@H](CC)C)cc2,1.24E-05,0.007427358
C40202794,Clc1ccccc1CC(=O)NCCc1nc2c(n1CCCCOc1ccc(cc1)[C@H](CC)C)cccc2,0.009745599,0.014956862
C08454103,Brc1ccccc1[C@H]1Nc2c([C@@H]3[C@H]1CC=C3)cc(S(=O)(=O)Nc1c3c(ccc1)cccc3)cc2,0.04065698,8.32E-08
C03346630,s1cc(nc1-c1ccccc1)COC(=O)c1ccc(N=S(=O)([O-])c2sccc2)cc1,7.54E-09,0.000141054
C08455219,Clc1cc(ccc1)-c1oc(cc1)\C=C/1\SC=2N([C@H](C(C(=O)Nc3ccccc3C)=C(N=2)C)c2sccc2)C\1=O,1.07E-08,0.000150344
C09892230,o1cccc1C(=O)N[C@@H](Cc1ccccc1)C(OCC(=O)c1ccc(cc1)C1CCC(CC1)CCC)=O,0.002732378,1.54E-14
